"","ANO_ELEICAO","SIGLA_UE","NUM_TURNO","DESCRICAO_ELEICAO","CODIGO_CARGO","DESCRICAO_CARGO","NUMERO_CANDIDATO","QTDE_VOTOS","CODIGO_MACRO","NOME_MACRO","UF","NOME_UF"
"1",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",13,82733,1,"Norte","AC","Acre"
"2",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",13,991128,1,"Norte","AM","Amazonas"
"3",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",13,161443,1,"Norte","AP","Amapá"
"4",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",13,1699799,1,"Norte","PA","Pará"
"5",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",13,321712,1,"Norte","RO","Rondônia"
"6",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",13,63927,1,"Norte","RR","Roraima"
"7",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",13,362383,1,"Norte","TO","Tocantins"
"8",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",16,115,1,"Norte","AC","Acre"
"9",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",16,1035,1,"Norte","AM","Amazonas"
"10",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",16,689,1,"Norte","AP","Amapá"
"11",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",16,4489,1,"Norte","PA","Pará"
"12",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",16,448,1,"Norte","RO","Rondônia"
"13",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",16,147,1,"Norte","RR","Roraima"
"14",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",16,257,1,"Norte","TO","Tocantins"
"15",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",21,61,1,"Norte","AC","Acre"
"16",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",21,506,1,"Norte","AM","Amazonas"
"17",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",21,282,1,"Norte","AP","Amapá"
"18",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",21,736,1,"Norte","PA","Pará"
"19",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",21,285,1,"Norte","RO","Rondônia"
"20",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",21,48,1,"Norte","RR","Roraima"
"21",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",21,248,1,"Norte","TO","Tocantins"
"22",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",27,338,1,"Norte","AC","Acre"
"23",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",27,1357,1,"Norte","AM","Amazonas"
"24",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",27,451,1,"Norte","AP","Amapá"
"25",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",27,1870,1,"Norte","PA","Pará"
"26",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",27,1198,1,"Norte","RO","Rondônia"
"27",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",27,423,1,"Norte","RR","Roraima"
"28",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",27,496,1,"Norte","TO","Tocantins"
"29",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",28,171,1,"Norte","AC","Acre"
"30",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",28,687,1,"Norte","AM","Amazonas"
"31",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",28,412,1,"Norte","AP","Amapá"
"32",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",28,1163,1,"Norte","PA","Pará"
"33",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",28,509,1,"Norte","RO","Rondônia"
"34",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",28,261,1,"Norte","RR","Roraima"
"35",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",28,315,1,"Norte","TO","Tocantins"
"36",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",29,17,1,"Norte","AC","Acre"
"37",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",29,68,1,"Norte","AM","Amazonas"
"38",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",29,28,1,"Norte","AP","Amapá"
"39",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",29,180,1,"Norte","PA","Pará"
"40",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",29,96,1,"Norte","RO","Rondônia"
"41",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",29,47,1,"Norte","RR","Roraima"
"42",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",29,66,1,"Norte","TO","Tocantins"
"43",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",43,81102,1,"Norte","AC","Acre"
"44",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",43,392170,1,"Norte","AM","Amazonas"
"45",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",43,101243,1,"Norte","AP","Amapá"
"46",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",43,474841,1,"Norte","PA","Pará"
"47",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",43,100317,1,"Norte","RO","Rondônia"
"48",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",43,41784,1,"Norte","RR","Roraima"
"49",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",43,146151,1,"Norte","TO","Tocantins"
"50",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",45,180252,1,"Norte","AC","Acre"
"51",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",45,129190,1,"Norte","AM","Amazonas"
"52",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",45,72774,1,"Norte","AP","Amapá"
"53",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",45,1336887,1,"Norte","PA","Pará"
"54",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",45,358435,1,"Norte","RO","Rondônia"
"55",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",45,113601,1,"Norte","RR","Roraima"
"56",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",45,198979,1,"Norte","TO","Tocantins"
"57",2010,"BR",1,"ELEIÇÕES 2010",1,"PRESIDENTE",50,1032,1,"Norte","AC","Acre"
