"","UF","NOME_MUNICIPIO"
"2750","PB","SÃO BENTINHO"
"2751","PB","SÃO BENTO"
"2752","PB","SÃO DOMINGOS DE POMBAL"
"2753","PB","SÃO DOMINGOS DO CARIRI"
"2754","PB","SÃO FRANCISCO"
"2755","PB","SÃO JOSÉ DA LAGOA TAPADA"
"2756","PB","SÃO JOSÉ DE CAIANA"
"2757","PB","SÃO JOSÉ DE ESPINHARAS"
"2758","PB","SÃO JOSÉ DE PIRANHAS"
"2759","PB","SÃO JOSÉ DE PRINCESA"
"2760","PB","SÃO JOSÉ DO BONFIM"
"2761","PB","SÃO JOSÉ DO BREJO DO CRUZ"
"2762","PB","SÃO JOSÉ DO SABUGI"
"2763","PB","SÃO JOSÉ DOS CORDEIROS"
"2764","PB","SÃO JOSÉ DOS RAMOS"
"2765","PB","SÃO JOÃO DO CARIRI"
"2766","PB","SÃO JOÃO DO RIO DO PEIXE"
"2767","PB","SÃO JOÃO DO TIGRE"
"2768","PB","SÃO MAMEDE"
"2769","PB","SÃO MIGUEL DE TAIPU"
"2770","PB","SÃO SEBASTIÃO DE LAGOA DE ROÇA"
"2771","PB","SÃO SEBASTIÃO DO UMBUZEIRO"
"2772","PB","SÃO VICENTE DO SERIDÓ"
"2773","PB","TACIMA"
"2774","PB","TAPEROÁ"
"2775","PB","TAVARES"
"2776","PB","TEIXEIRA"
"2777","PB","TENÓRIO"
"2778","PB","TRIUNFO"
"2779","PB","UIRAÚNA"
"2780","PB","UMBUZEIRO"
"2781","PB","VIEIRÓPOLIS"
"2782","PB","VISTA SERRANA"
"2783","PB","VÁRZEA"
"2784","PB","ZABELÊ"
"2785","PB","ÁGUA BRANCA"
"2786","PE","ABREU E LIMA"
"2787","PE","AFOGADOS DA INGAZEIRA"
"2788","PE","AFRÂNIO"
"2789","PE","AGRESTINA"
"2790","PE","ALAGOINHA"
"2791","PE","ALIANÇA"
"2792","PE","ALTINHO"
"2793","PE","AMARAJI"
"2794","PE","ANGELIM"
"2795","PE","ARARIPINA"
"2796","PE","ARAÇOIABA"
"2797","PE","ARCOVERDE"
"2798","PE","BARRA DE GUABIRABA"
"2799","PE","BARREIROS"
"2800","PE","BELO JARDIM"
"2801","PE","BELÉM DE MARIA"
"2802","PE","BELÉM DE SÃO FRANCISCO"
"2803","PE","BETÂNIA"
"2804","PE","BEZERROS"
"2805","PE","BODOCÓ"
"2806","PE","BOM CONSELHO"
"2807","PE","BOM JARDIM"
"2808","PE","BONITO"
"2809","PE","BREJINHO"
"2810","PE","BREJO DA MADRE DE DEUS"
"2811","PE","BREJÃO"
"2812","PE","BUENOS AIRES"
"2813","PE","BUÍQUE"
"2814","PE","CABO DE SANTO AGOSTINHO"
"2815","PE","CABROBÓ"
"2816","PE","CACHOEIRINHA"
"2817","PE","CAETÉS"
"2818","PE","CALUMBI"
"2819","PE","CALÇADO"
"2820","PE","CAMARAGIBE"
"2821","PE","CAMOCIM DE SÃO FÉLIX"
"2822","PE","CAMUTANGA"
"2823","PE","CANHOTINHO"
"2824","PE","CAPOEIRAS"
"2825","PE","CARNAUBEIRA DA PENHA"
"2826","PE","CARNAÍBA"
"2827","PE","CARPINA"
"2828","PE","CARUARU"
"2829","PE","CASINHAS"
"2830","PE","CATENDE"
"2831","PE","CEDRO"
"2832","PE","CHÃ DE ALEGRIA"
"2833","PE","CHÃ GRANDE"
"2834","PE","CONDADO"
"2835","PE","CORRENTES"
"2836","PE","CORTÊS"
"2837","PE","CUMARU"
"2838","PE","CUPIRA"
"2839","PE","CUSTÓDIA"
"2840","PE","DORMENTES"
"2841","PE","ESCADA"
"2842","PE","EXU"
"2843","PE","FEIRA NOVA"
"2844","PE","FERNANDO DE NORONHA"
"2845","PE","FERREIROS"
"2846","PE","FLORES"
"2847","PE","FLORESTA"
"2848","PE","FREI MIGUELINHO"
"2849","PE","GAMELEIRA"
"2850","PE","GARANHUNS"
"2851","PE","GLÓRIA DO GOITÁ"
"2852","PE","GOIANA"
"2853","PE","GRANITO"
"2854","PE","GRAVATÁ"
"2855","PE","IATI"
"2856","PE","IBIMIRIM"
"2857","PE","IBIRAJUBA"
"2858","PE","IGARASSU"
"2859","PE","IGUARACI"
"2860","PE","ILHA DE ITAMARACÁ"
"2861","PE","INAJÁ"
"2862","PE","INGAZEIRA"
"2863","PE","IPOJUCA"
"2864","PE","IPUBI"
"2865","PE","ITACURUBA"
"2866","PE","ITAMBÉ"
"2867","PE","ITAPETIM"
"2868","PE","ITAPISSUMA"
"2869","PE","ITAQUITINGA"
"2870","PE","ITAÍBA"
"2871","PE","JABOATÃO DOS GUARARAPES"
"2872","PE","JAQUEIRA"
"2873","PE","JATAÚBA"
"2874","PE","JATOBÁ"
"2875","PE","JOAQUIM NABUCO"
"2876","PE","JOÃO ALFREDO"
"2877","PE","JUCATI"
"2878","PE","JUPI"
"2879","PE","JUREMA"
"2880","PE","LAGOA DE ITAENGA"
"2881","PE","LAGOA DO CARRO"
"2882","PE","LAGOA DO OURO"
"2883","PE","LAGOA DOS GATOS"
"2884","PE","LAGOA GRANDE"
"2885","PE","LAJEDO"
"2886","PE","LIMOEIRO"
"2887","PE","MACAPARANA"
"2888","PE","MACHADOS"
"2889","PE","MANARI"
"2890","PE","MARAIAL"
"2891","PE","MIRANDIBA"
"2892","PE","MOREILÂNDIA"
"2893","PE","MORENO"
"2894","PE","NAZARÉ DA MATA"
"2895","PE","OLINDA"
"2896","PE","OROBÓ"
"2897","PE","OROCÓ"
"2898","PE","OURICURI"
"2899","PE","PALMARES"
"2900","PE","PALMEIRINA"
"2901","PE","PANELAS"
"2902","PE","PARANATAMA"
"2903","PE","PARNAMIRIM"
"2904","PE","PASSIRA"
"2905","PE","PAUDALHO"
"2906","PE","PAULISTA"
"2907","PE","PEDRA"
"2908","PE","PESQUEIRA"
"2909","PE","PETROLINA"
"2910","PE","PETROLÂNDIA"
"2911","PE","POMBOS"
"2912","PE","POÇÃO"
"2913","PE","PRIMAVERA"
"2914","PE","QUIPAPÁ"
"2915","PE","QUIXABA"
"2916","PE","RECIFE"
"2917","PE","RIACHO DAS ALMAS"
"2918","PE","RIBEIRÃO"
"2919","PE","RIO FORMOSO"
"2920","PE","SAIRÉ"
"2921","PE","SALGADINHO"
"2922","PE","SALGUEIRO"
"2923","PE","SALOÁ"
"2924","PE","SANHARÓ"
"2925","PE","SANTA CRUZ"
"2926","PE","SANTA CRUZ DA BAIXA VERDE"
"2927","PE","SANTA CRUZ DO CAPIBARIBE"
"2928","PE","SANTA FILOMENA"
"2929","PE","SANTA MARIA DA BOA VISTA"
"2930","PE","SANTA MARIA DO CAMBUCÁ"
"2931","PE","SANTA TEREZINHA"
"2932","PE","SERRA TALHADA"
"2933","PE","SERRITA"
"2934","PE","SERTÂNIA"
"2935","PE","SIRINHAÉM"
"2936","PE","SOLIDÃO"
"2937","PE","SURUBIM"
"2938","PE","SÃO BENEDITO DO SUL"
"2939","PE","SÃO BENTO DO UNA"
"2940","PE","SÃO CAITANO"
"2941","PE","SÃO JOAQUIM DO MONTE"
"2942","PE","SÃO JOSÉ DA COROA GRANDE"
"2943","PE","SÃO JOSÉ DO BELMONTE"
"2944","PE","SÃO JOSÉ DO EGITO"
"2945","PE","SÃO JOÃO"
"2946","PE","SÃO LOURENÇO DA MATA"
"2947","PE","SÃO VICENTE FÉRRER"
"2948","PE","TABIRA"
"2949","PE","TACAIMBÓ"
"2950","PE","TACARATU"
"2951","PE","TAMANDARÉ"
"2952","PE","TAQUARITINGA DO NORTE"
"2953","PE","TEREZINHA"
"2954","PE","TERRA NOVA"
"2955","PE","TIMBAÚBA"
"2956","PE","TORITAMA"
"2957","PE","TRACUNHAÉM"
"2958","PE","TRINDADE"
"2959","PE","TRIUNFO"
"2960","PE","TUPANATINGA"
"2961","PE","TUPARETAMA"
"2962","PE","VENTUROSA"
"2963","PE","VERDEJANTE"
"2964","PE","VERTENTE DO LÉRIO"
"2965","PE","VERTENTES"
"2966","PE","VICÊNCIA"
"2967","PE","VITÓRIA DE SANTO ANTÃO"
"2968","PE","XEXÉU"
"2969","PE","ÁGUA PRETA"
"2970","PE","ÁGUAS BELAS"
"2971","PI","ACAUÃ"
"2972","PI","AGRICOLÂNDIA"
"2973","PI","ALAGOINHA DO PIAUÍ"
"2974","PI","ALEGRETE DO PIAUÍ"
"2975","PI","ALTO LONGÁ"
"2976","PI","ALTOS"
"2977","PI","ALVORADA DO GURGUÉIA"
"2978","PI","AMARANTE"
"2979","PI","ANGICAL DO PIAUÍ"
"2980","PI","ANTÔNIO ALMEIDA"
"2981","PI","ANÍSIO DE ABREU"
"2982","PI","AROAZES"
"2983","PI","AROEIRAS DO ITAIM"
"2984","PI","ARRAIAL"
"2985","PI","ASSUNÇÃO DO PIAUÍ"
"2986","PI","AVELINO LOPES"
"2987","PI","BAIXA GRANDE DO RIBEIRO"
"2988","PI","BARRA D'ALCÂNTARA"
"2989","PI","BARRAS"
"2990","PI","BARREIRAS DO PIAUÍ"
"2991","PI","BARRO DURO"
"2992","PI","BATALHA"
"2993","PI","BELA VISTA DO PIAUÍ"
"2994","PI","BELÉM DO PIAUÍ"
"2995","PI","BENEDITINOS"
"2996","PI","BERTOLÍNIA"
"2997","PI","BETÂNIA DO PIAUÍ"
"2998","PI","BOA HORA"
"2999","PI","BOCAINA"
"3000","PI","BOM JESUS"
"3001","PI","BOM PRINCÍPIO DO PIAUÍ"
"3002","PI","BONFIM DO PIAUÍ"
"3003","PI","BOQUEIRÃO DO PIAUÍ"
"3004","PI","BRASILEIRA"
"3005","PI","BREJO DO PIAUÍ"
"3006","PI","BURITI DOS LOPES"
"3007","PI","BURITI DOS MONTES"
"3008","PI","CABECEIRAS DO PIAUÍ"
"3009","PI","CAJAZEIRAS DO PIAUÍ"
"3010","PI","CAJUEIRO DA PRAIA"
"3011","PI","CALDEIRÃO GRANDE DO PIAUÍ"
"3012","PI","CAMPINAS DO PIAUÍ"
"3013","PI","CAMPO ALEGRE DO FIDALGO"
"3014","PI","CAMPO GRANDE DO PIAUÍ"
"3015","PI","CAMPO LARGO DO PIAUÍ"
"3016","PI","CAMPO MAIOR"
"3017","PI","CANAVIEIRA"
"3018","PI","CANTO DO BURITI"
"3019","PI","CAPITÃO DE CAMPOS"
"3020","PI","CAPITÃO GERVÁSIO OLIVEIRA"
"3021","PI","CARACOL"
"3022","PI","CARAÚBAS DO PIAUÍ"
"3023","PI","CARIDADE DO PIAUÍ"
"3024","PI","CASTELO DO PIAUÍ"
"3025","PI","CAXINGÓ"
"3026","PI","COCAL"
"3027","PI","COCAL DE TELHA"
"3028","PI","COCAL DOS ALVES"
"3029","PI","COIVARAS"
"3030","PI","COLÔNIA DO GURGUÉIA"
"3031","PI","COLÔNIA DO PIAUÍ"
"3032","PI","CONCEIÇÃO DO CANINDÉ"
"3033","PI","CORONEL JOSÉ DIAS"
"3034","PI","CORRENTE"
"3035","PI","CRISTALÂNDIA DO PIAUÍ"
"3036","PI","CRISTINO CASTRO"
"3037","PI","CURIMATÁ"
"3038","PI","CURRAIS"
"3039","PI","CURRAL NOVO DO PIAUÍ"
"3040","PI","CURRALINHOS"
"3041","PI","DEMERVAL LOBÃO"
"3042","PI","DIRCEU ARCOVERDE"
"3043","PI","DOM EXPEDITO LOPES"
"3044","PI","DOM INOCÊNCIO"
"3045","PI","DOMINGOS MOURÃO"
"3046","PI","ELESBÃO VELOSO"
"3047","PI","ELISEU MARTINS"
"3048","PI","ESPERANTINA"
"3049","PI","FARTURA DO PIAUÍ"
"3050","PI","FLORES DO PIAUÍ"
"3051","PI","FLORESTA DO PIAUÍ"
"3052","PI","FLORIANO"
"3053","PI","FRANCINÓPOLIS"
"3054","PI","FRANCISCO AYRES"
"3055","PI","FRANCISCO MACEDO"
"3056","PI","FRANCISCO SANTOS"
"3057","PI","FRONTEIRAS"
"3058","PI","GEMINIANO"
"3059","PI","GILBUÉS"
"3060","PI","GUADALUPE"
"3061","PI","GUARIBAS"
"3062","PI","HUGO NAPOLEÃO"
"3063","PI","ILHA GRANDE"
"3064","PI","INHUMA"
"3065","PI","IPIRANGA DO PIAUÍ"
"3066","PI","ISAÍAS COELHO"
"3067","PI","ITAINÓPOLIS"
"3068","PI","ITAUEIRA"
"3069","PI","JACOBINA DO PIAUÍ"
"3070","PI","JAICÓS"
"3071","PI","JARDIM DO MULATO"
"3072","PI","JATOBÁ DO PIAUÍ"
"3073","PI","JERUMENHA"
"3074","PI","JOAQUIM PIRES"
"3075","PI","JOCA MARQUES"
"3076","PI","JOSÉ DE FREITAS"
"3077","PI","JOÃO COSTA"
"3078","PI","JUAZEIRO DO PIAUÍ"
"3079","PI","JUREMA"
"3080","PI","JÚLIO BORGES"
"3081","PI","LAGOA ALEGRE"
"3082","PI","LAGOA DE SÃO FRANCISCO"
"3083","PI","LAGOA DO BARRO DO PIAUÍ"
"3084","PI","LAGOA DO PIAUÍ"
"3085","PI","LAGOA DO SÍTIO"
"3086","PI","LAGOINHA DO PIAUÍ"
"3087","PI","LANDRI SALES"
"3088","PI","LUIS CORREIA"
"3089","PI","LUZILÂNDIA"
"3090","PI","MADEIRO"
"3091","PI","MANOEL EMÍDIO"
"3092","PI","MARCOLÂNDIA"
"3093","PI","MARCOS PARENTE"
"3094","PI","MASSAPÊ DO PIAUÍ"
"3095","PI","MATIAS OLÍMPIO"
"3096","PI","MIGUEL ALVES"
"3097","PI","MIGUEL LEÃO"
"3098","PI","MILTON BRANDÃO"
"3099","PI","MONSENHOR GIL"
"3100","PI","MONSENHOR HIPÓLITO"
"3101","PI","MONTE ALEGRE DO PIAUÍ"
"3102","PI","MORRO CABEÇA NO TEMPO"
"3103","PI","MORRO DO CHAPÉU DO PIAUÍ"
"3104","PI","MURICI DOS PORTELAS"
"3105","PI","NAZARÉ DO PIAUÍ"
"3106","PI","NAZÁRIA"
"3107","PI","NOSSA SENHORA DE NAZARÉ"
"3108","PI","NOSSA SENHORA DOS REMÉDIOS"
"3109","PI","NOVA SANTA RITA"
"3110","PI","NOVO ORIENTE DO PIAUÍ"
"3111","PI","NOVO SANTO ANTÔNIO"
"3112","PI","OEIRAS"
"3113","PI","OLHO D'ÁGUA DO PIAUÍ"
"3114","PI","PADRE MARCOS"
"3115","PI","PAES LANDIM"
"3116","PI","PAJEÚ DO PIAUÍ"
"3117","PI","PALMEIRA DO PIAUÍ"
"3118","PI","PALMEIRAIS"
"3119","PI","PAQUETÁ"
"3120","PI","PARNAGUÁ"
"3121","PI","PARNAÍBA"
"3122","PI","PASSAGEM FRANCA DO PIAUÍ"
"3123","PI","PATOS DO PIAUÍ"
"3124","PI","PAU D'ARCO DO PIAUÍ"
"3125","PI","PAULISTANA"
"3126","PI","PAVUSSU"
"3127","PI","PEDRO II"
"3128","PI","PEDRO LAURENTINO"
"3129","PI","PICOS"
"3130","PI","PIMENTEIRAS"
"3131","PI","PIO IX"
"3132","PI","PIRACURUCA"
"3133","PI","PIRIPIRI"
"3134","PI","PORTO"
"3135","PI","PORTO ALEGRE DO PIAUÍ"
"3136","PI","PRATA DO PIAUÍ"
"3137","PI","QUEIMADA NOVA"
"3138","PI","REDENÇÃO DO GURGUÉIA"
"3139","PI","REGENERAÇÃO"
"3140","PI","RIACHO FRIO"
"3141","PI","RIBEIRA DO PIAUÍ"
"3142","PI","RIBEIRO GONÇALVES"
"3143","PI","RIO GRANDE DO PIAUÍ"
"3144","PI","SANTA CRUZ DO PIAUÍ"
"3145","PI","SANTA CRUZ DOS MILAGRES"
"3146","PI","SANTA FILOMENA"
"3147","PI","SANTA LUZ"
"3148","PI","SANTA ROSA DO PIAUÍ"
"3149","PI","SANTANA DO PIAUÍ"
"3150","PI","SANTO ANTÔNIO DE LISBOA"
"3151","PI","SANTO ANTÔNIO DOS MILAGRES"
"3152","PI","SANTO INÁCIO DO PIAUÍ"
"3153","PI","SEBASTIÃO BARROS"
"3154","PI","SEBASTIÃO LEAL"
"3155","PI","SIGEFREDO PACHECO"
"3156","PI","SIMPLÍCIO MENDES"
"3157","PI","SIMÕES"
"3158","PI","SOCORRO DO PIAUÍ"
"3159","PI","SUSSUAPARA"
"3160","PI","SÃO BRAZ DO PIAUÍ"
"3161","PI","SÃO FRANCISCO DE ASSIS DO PIAUÍ"
"3162","PI","SÃO FRANCISCO DO PIAUÍ"
"3163","PI","SÃO FÉLIX DO PIAUÍ"
"3164","PI","SÃO GONÇALO DO GURGUÉIA"
"3165","PI","SÃO GONÇALO DO PIAUÍ"
"3166","PI","SÃO JOSÉ DO DIVINO"
"3167","PI","SÃO JOSÉ DO PEIXE"
"3168","PI","SÃO JOSÉ DO PIAUÍ"
"3169","PI","SÃO JOÃO DA CANABRAVA"
"3170","PI","SÃO JOÃO DA FRONTEIRA"
"3171","PI","SÃO JOÃO DA SERRA"
"3172","PI","SÃO JOÃO DA VARJOTA"
"3173","PI","SÃO JOÃO DO ARRAIAL"
"3174","PI","SÃO JOÃO DO PIAUÍ"
"3175","PI","SÃO JULIÃO"
"3176","PI","SÃO LOURENÇO DO PIAUÍ"
"3177","PI","SÃO LUIS DO PIAUÍ"
"3178","PI","SÃO MIGUEL DA BAIXA GRANDE"
"3179","PI","SÃO MIGUEL DO FIDALGO"
"3180","PI","SÃO MIGUEL DO TAPUIO"
"3181","PI","SÃO PEDRO DO PIAUÍ"
"3182","PI","SÃO RAIMUNDO NONATO"
"3183","PI","TAMBORIL DO PIAUÍ"
"3184","PI","TANQUE DO PIAUÍ"
"3185","PI","TERESINA"
"3186","PI","UNIÃO"
"3187","PI","URUÇUÍ"
"3188","PI","VALENÇA DO PIAUÍ"
"3189","PI","VERA MENDES"
"3190","PI","VILA NOVA DO PIAUÍ"
"3191","PI","VÁRZEA BRANCA"
"3192","PI","VÁRZEA GRANDE"
"3193","PI","WALL FERRAZ"
"3194","PI","ÁGUA BRANCA"
"3195","PR","ABATIÁ"
"3196","PR","ADRIANÓPOLIS"
"3197","PR","AGUDOS DO SUL"
"3198","PR","ALMIRANTE TAMANDARÉ"
"3199","PR","ALTAMIRA DO PARANÁ"
"3200","PR","ALTO PARANÁ"
"3201","PR","ALTO PARAÍSO"
"3202","PR","ALTO PIQUIRI"
"3203","PR","ALTÔNIA"
"3204","PR","ALVORADA DO SUL"
"3205","PR","AMAPORÃ"
"3206","PR","AMPÉRE"
"3207","PR","ANAHY"
"3208","PR","ANDIRÁ"
"3209","PR","ANTONINA"
"3210","PR","ANTONIO OLINTO"
"3211","PR","APUCARANA"
"3212","PR","ARAPONGAS"
"3213","PR","ARAPOTI"
"3214","PR","ARAPUÃ"
"3215","PR","ARARUNA"
"3216","PR","ARAUCÁRIA"
"3217","PR","ARIRANHA DO IVAÍ"
"3218","PR","ASSAÍ"
"3219","PR","ASSIS CHATEAUBRIAND"
"3220","PR","ASTORGA"
"3221","PR","ATALAIA"
"3222","PR","BALSA NOVA"
"3223","PR","BANDEIRANTES"
"3224","PR","BARBOSA FERRAZ"
"3225","PR","BARRA DO JACARÉ"
"3226","PR","BARRACÃO"
"3227","PR","BELA VISTA DA CAROBA"
"3228","PR","BELA VISTA DO PARAÍSO"
"3229","PR","BITURUNA"
"3230","PR","BOA ESPERANÇA"
"3231","PR","BOA ESPERANÇA DO IGUAÇU"
"3232","PR","BOA VENTURA DE SÃO ROQUE"
"3233","PR","BOA VISTA DA APARECIDA"
"3234","PR","BOCAIÚVA DO SUL"
"3235","PR","BOM JESUS DO SUL"
"3236","PR","BOM SUCESSO"
"3237","PR","BOM SUCESSO DO SUL"
"3238","PR","BORRAZÓPOLIS"
"3239","PR","BRAGANEY"
"3240","PR","BRASILÂNDIA DO SUL"
"3241","PR","CAFEARA"
"3242","PR","CAFELÂNDIA"
"3243","PR","CAFEZAL DO SUL"
"3244","PR","CALIFÓRNIA"
"3245","PR","CAMBARÁ"
"3246","PR","CAMBIRA"
"3247","PR","CAMBÉ"
"3248","PR","CAMPINA DA LAGOA"
"3249","PR","CAMPINA DO SIMÃO"
"3250","PR","CAMPINA GRANDE DO SUL"
"3251","PR","CAMPO BONITO"
"3252","PR","CAMPO DO TENENTE"
"3253","PR","CAMPO LARGO"
"3254","PR","CAMPO MAGRO"
"3255","PR","CAMPO MOURÃO"
"3256","PR","CANDÓI"
"3257","PR","CANTAGALO"
"3258","PR","CAPANEMA"
"3259","PR","CAPITÃO LEÔNIDAS MARQUES"
"3260","PR","CARAMBEÍ"
"3261","PR","CARLÓPOLIS"
"3262","PR","CASCAVEL"
"3263","PR","CASTRO"
"3264","PR","CATANDUVAS"
"3265","PR","CENTENÁRIO DO SUL"
"3266","PR","CERRO AZUL"
"3267","PR","CHOPINZINHO"
"3268","PR","CIANORTE"
"3269","PR","CIDADE GAÚCHA"
"3270","PR","CLEVELÂNDIA"
"3271","PR","COLOMBO"
"3272","PR","COLORADO"
"3273","PR","CONGONHINHAS"
"3274","PR","CONSELHEIRO MAIRINCK"
"3275","PR","CONTENDA"
"3276","PR","CORBÉLIA"
"3277","PR","CORNÉLIO PROCÓPIO"
"3278","PR","CORONEL DOMINGOS SOARES"
"3279","PR","CORONEL VIVIDA"
"3280","PR","CORUMBATAÍ DO SUL"
"3281","PR","CRUZ MACHADO"
"3282","PR","CRUZEIRO DO IGUAÇU"
"3283","PR","CRUZEIRO DO OESTE"
"3284","PR","CRUZEIRO DO SUL"
"3285","PR","CRUZMALTINA"
"3286","PR","CURITIBA"
"3287","PR","CURIÚVA"
"3288","PR","CÂNDIDO DE ABREU"
"3289","PR","CÉU AZUL"
"3290","PR","DIAMANTE D'OESTE"
"3291","PR","DIAMANTE DO NORTE"
"3292","PR","DIAMANTE DO SUL"
"3293","PR","DOIS VIZINHOS"
"3294","PR","DOURADINA"
"3295","PR","DOUTOR CAMARGO"
"3296","PR","DOUTOR ULYSSES"
"3297","PR","ENGENHEIRO BELTRÃO"
"3298","PR","ENTRE RIOS DO OESTE"
"3299","PR","ENÉAS MARQUES"
"3300","PR","ESPERANÇA NOVA"
"3301","PR","ESPIGÃO ALTO DO IGUAÇU"
"3302","PR","FAROL"
"3303","PR","FAXINAL"
"3304","PR","FAZENDA RIO GRANDE"
"3305","PR","FERNANDES PINHEIRO"
"3306","PR","FIGUEIRA"
"3307","PR","FLOR DA SERRA DO SUL"
"3308","PR","FLORAÍ"
"3309","PR","FLORESTA"
"3310","PR","FLORESTÓPOLIS"
"3311","PR","FLÓRIDA"
"3312","PR","FORMOSA DO OESTE"
"3313","PR","FOZ DO IGUAÇU"
"3314","PR","FOZ DO JORDÃO"
"3315","PR","FRANCISCO ALVES"
"3316","PR","FRANCISCO BELTRÃO"
"3317","PR","FÊNIX"
"3318","PR","GENERAL CARNEIRO"
"3319","PR","GODOY MOREIRA"
"3320","PR","GOIOERÊ"
"3321","PR","GOIOXIM"
"3322","PR","GRANDES RIOS"
"3323","PR","GUAIRAÇÁ"
"3324","PR","GUAMIRANGA"
"3325","PR","GUAPIRAMA"
"3326","PR","GUAPOREMA"
"3327","PR","GUARACI"
"3328","PR","GUARANIAÇU"
"3329","PR","GUARAPUAVA"
"3330","PR","GUARAQUEÇABA"
"3331","PR","GUARATUBA"
"3332","PR","GUAÍRA"
"3333","PR","HONÓRIO SERPA"
"3334","PR","IBAITI"
"3335","PR","IBEMA"
"3336","PR","IBIPORÃ"
"3337","PR","ICARAÍMA"
"3338","PR","IGUARAÇU"
"3339","PR","IGUATU"
"3340","PR","IMBAÚ"
"3341","PR","IMBITUVA"
"3342","PR","INAJÁ"
"3343","PR","INDIANÓPOLIS"
"3344","PR","INÁCIO MARTINS"
"3345","PR","IPIRANGA"
"3346","PR","IPORÃ"
"3347","PR","IRACEMA DO OESTE"
"3348","PR","IRATI"
"3349","PR","IRETAMA"
"3350","PR","ITAGUAJÉ"
"3351","PR","ITAIPULÂNDIA"
"3352","PR","ITAMBARACÁ"
"3353","PR","ITAMBÉ"
"3354","PR","ITAPEJARA D'OESTE"
"3355","PR","ITAPERUÇU"
"3356","PR","ITAÚNA DO SUL"
"3357","PR","IVAIPORÃ"
"3358","PR","IVATUBA"
"3359","PR","IVATÉ"
"3360","PR","IVAÍ"
"3361","PR","JABOTI"
"3362","PR","JACAREZINHO"
"3363","PR","JAGUAPITÃ"
"3364","PR","JAGUARIAÍVA"
"3365","PR","JANDAIA DO SUL"
"3366","PR","JANIÓPOLIS"
"3367","PR","JAPIRA"
"3368","PR","JAPURÁ"
"3369","PR","JARDIM ALEGRE"
"3370","PR","JARDIM OLINDA"
"3371","PR","JATAIZINHO"
"3372","PR","JESUÍTAS"
"3373","PR","JOAQUIM TÁVORA"
"3374","PR","JUNDIAÍ DO SUL"
"3375","PR","JURANDA"
"3376","PR","JUSSARA"
"3377","PR","KALORÉ"
"3378","PR","LAPA"
"3379","PR","LARANJAL"
"3380","PR","LARANJEIRAS DO SUL"
"3381","PR","LEÓPOLIS"
"3382","PR","LIDIANÓPOLIS"
"3383","PR","LINDOESTE"
"3384","PR","LOANDA"
"3385","PR","LOBATO"
"3386","PR","LONDRINA"
"3387","PR","LUIZIANA"
"3388","PR","LUNARDELLI"
"3389","PR","LUPIONÓPOLIS"
"3390","PR","MALLET"
"3391","PR","MAMBORÊ"
"3392","PR","MANDAGUARI"
"3393","PR","MANDAGUAÇU"
"3394","PR","MANDIRITUBA"
"3395","PR","MANFRINÓPOLIS"
"3396","PR","MANGUEIRINHA"
"3397","PR","MANOEL RIBAS"
"3398","PR","MARECHAL CÂNDIDO RONDON"
"3399","PR","MARIA HELENA"
"3400","PR","MARIALVA"
"3401","PR","MARILENA"
"3402","PR","MARILUZ"
"3403","PR","MARILÂNDIA DO SUL"
"3404","PR","MARINGÁ"
"3405","PR","MARIPÁ"
"3406","PR","MARIÓPOLIS"
"3407","PR","MARMELEIRO"
"3408","PR","MARQUINHO"
"3409","PR","MARUMBI"
"3410","PR","MATELÂNDIA"
"3411","PR","MATINHOS"
"3412","PR","MATO RICO"
"3413","PR","MAUÁ DA SERRA"
"3414","PR","MEDIANEIRA"
"3415","PR","MERCEDES"
"3416","PR","MIRADOR"
"3417","PR","MIRASELVA"
"3418","PR","MISSAL"
"3419","PR","MOREIRA SALES"
"3420","PR","MORRETES"
"3421","PR","MUNHOZ DE MELO"
"3422","PR","NOSSA SENHORA DAS GRAÇAS"
"3423","PR","NOVA ALIANÇA DO IVAÍ"
"3424","PR","NOVA AMÉRICA DA COLINA"
"3425","PR","NOVA AURORA"
"3426","PR","NOVA CANTU"
"3427","PR","NOVA ESPERANÇA"
"3428","PR","NOVA ESPERANÇA DO SUDOESTE"
"3429","PR","NOVA FÁTIMA"
"3430","PR","NOVA LARANJEIRAS"
"3431","PR","NOVA LONDRINA"
"3432","PR","NOVA OLÍMPIA"
"3433","PR","NOVA PRATA DO IGUAÇU"
"3434","PR","NOVA SANTA BÁRBARA"
"3435","PR","NOVA SANTA ROSA"
"3436","PR","NOVA TEBAS"
"3437","PR","NOVO ITACOLOMI"
"3438","PR","ORTIGUEIRA"
"3439","PR","OURIZONA"
"3440","PR","OURO VERDE DO OESTE"
"3441","PR","PAIÇANDU"
"3442","PR","PALMAS"
"3443","PR","PALMEIRA"
"3444","PR","PALMITAL"
"3445","PR","PALOTINA"
"3446","PR","PARANACITY"
"3447","PR","PARANAGUÁ"
"3448","PR","PARANAPOEMA"
"3449","PR","PARANAVAÍ"
"3450","PR","PARAÍSO DO NORTE"
"3451","PR","PATO BRAGADO"
"3452","PR","PATO BRANCO"
"3453","PR","PAULA FREITAS"
"3454","PR","PAULO FRONTIN"
"3455","PR","PEABIRU"
"3456","PR","PEROBAL"
"3457","PR","PINHAIS"
"3458","PR","PINHAL DE SÃO BENTO"
"3459","PR","PINHALÃO"
"3460","PR","PINHÃO"
"3461","PR","PIRAQUARA"
