"","UF","NOME_MUNICIPIO"
"4187","RS","NOVA ALVORADA"
"4188","RS","NOVA ARAÇÁ"
"4189","RS","NOVA BASSANO"
"4190","RS","NOVA BOA VISTA"
"4191","RS","NOVA BRÉSCIA"
"4192","RS","NOVA CANDELÁRIA"
"4193","RS","NOVA ESPERANÇA DO SUL"
"4194","RS","NOVA HARTZ"
"4195","RS","NOVA PALMA"
"4196","RS","NOVA PETRÓPOLIS"
"4197","RS","NOVA PRATA"
"4198","RS","NOVA PÁDUA"
"4199","RS","NOVA RAMADA"
"4200","RS","NOVA ROMA DO SUL"
"4201","RS","NOVA SANTA RITA"
"4202","RS","NOVO BARREIRO"
"4203","RS","NOVO CABRAIS"
"4204","RS","NOVO HAMBURGO"
"4205","RS","NOVO MACHADO"
"4206","RS","NOVO TIRADENTES"
"4207","RS","NOVO XINGU"
"4208","RS","NÃO-ME-TOQUE"
"4209","RS","OSÓRIO"
"4210","RS","PAIM FILHO"
"4211","RS","PALMARES DO SUL"
"4212","RS","PALMEIRA DAS MISSÕES"
"4213","RS","PALMITINHO"
"4214","RS","PANAMBI"
"4215","RS","PANTANO GRANDE"
"4216","RS","PARAÍ"
"4217","RS","PARAÍSO DO SUL"
"4218","RS","PARECI NOVO"
"4219","RS","PAROBÉ"
"4220","RS","PASSA SETE"
"4221","RS","PASSO DO SOBRADO"
"4222","RS","PASSO FUNDO"
"4223","RS","PAULO BENTO"
"4224","RS","PAVERAMA"
"4225","RS","PEDRAS ALTAS"
"4226","RS","PEDRO OSÓRIO"
"4227","RS","PEJUÇARA"
"4228","RS","PELOTAS"
"4229","RS","PICADA CAFÉ"
"4230","RS","PINHAL"
"4231","RS","PINHAL DA SERRA"
"4232","RS","PINHAL GRANDE"
"4233","RS","PINHEIRINHO DO VALE"
"4234","RS","PINHEIRO MACHADO"
"4235","RS","PINTO BANDEIRA"
"4236","RS","PIRAPÓ"
"4237","RS","PIRATINI"
"4238","RS","PLANALTO"
"4239","RS","PONTE PRETA"
"4240","RS","PONTÃO"
"4241","RS","PORTO ALEGRE"
"4242","RS","PORTO LUCENA"
"4243","RS","PORTO MAUÁ"
"4244","RS","PORTO VERA CRUZ"
"4245","RS","PORTO XAVIER"
"4246","RS","PORTÃO"
"4247","RS","POUSO NOVO"
"4248","RS","POÇO DAS ANTAS"
"4249","RS","PRESIDENTE LUCENA"
"4250","RS","PROGRESSO"
"4251","RS","PROTÁSIO ALVES"
"4252","RS","PUTINGA"
"4253","RS","QUARAÍ"
"4254","RS","QUATRO IRMÃOS"
"4255","RS","QUEVEDOS"
"4256","RS","QUINZE DE NOVEMBRO"
"4257","RS","REDENTORA"
"4258","RS","RELVADO"
"4259","RS","RESTINGA SÊCA"
"4260","RS","RIO DOS ÍNDIOS"
"4261","RS","RIO GRANDE"
"4262","RS","RIO PARDO"
"4263","RS","RIOZINHO"
"4264","RS","ROCA SALES"
"4265","RS","RODEIO BONITO"
"4266","RS","ROLADOR"
"4267","RS","ROLANTE"
"4268","RS","RONDA ALTA"
"4269","RS","RONDINHA"
"4270","RS","ROQUE GONZALES"
"4271","RS","ROSÁRIO DO SUL"
"4272","RS","SAGRADA FAMÍLIA"
"4273","RS","SALDANHA MARINHO"
"4274","RS","SALTO DO JACUÍ"
"4275","RS","SALVADOR DAS MISSÕES"
"4276","RS","SALVADOR DO SUL"
"4277","RS","SANANDUVA"
"4278","RS","SANTA BÁRBARA DO SUL"
"4279","RS","SANTA CECÍLIA DO SUL"
"4280","RS","SANTA CLARA DO SUL"
"4281","RS","SANTA CRUZ DO SUL"
"4282","RS","SANTA MARGARIDA DO SUL"
"4283","RS","SANTA MARIA"
"4284","RS","SANTA MARIA DO HERVAL"
"4285","RS","SANTA ROSA"
"4286","RS","SANTA TEREZA"
"4287","RS","SANTA VITÓRIA DO PALMAR"
"4288","RS","SANTANA DA BOA VISTA"
"4289","RS","SANTANA DO LIVRAMENTO"
"4290","RS","SANTIAGO"
"4291","RS","SANTO ANTÔNIO DA PATRULHA"
"4292","RS","SANTO ANTÔNIO DAS MISSÕES"
"4293","RS","SANTO ANTÔNIO DO PALMA"
"4294","RS","SANTO ANTÔNIO DO PLANALTO"
"4295","RS","SANTO AUGUSTO"
"4296","RS","SANTO CRISTO"
"4297","RS","SANTO EXPEDITO DO SUL"
"4298","RS","SANTO ÂNGELO"
"4299","RS","SAPIRANGA"
"4300","RS","SAPUCAIA DO SUL"
"4301","RS","SARANDI"
"4302","RS","SEBERI"
"4303","RS","SEDE NOVA"
"4304","RS","SEGREDO"
"4305","RS","SELBACH"
"4306","RS","SENADOR SALGADO FILHO"
"4307","RS","SENTINELA DO SUL"
"4308","RS","SERAFINA CORRÊA"
"4309","RS","SERTÃO"
"4310","RS","SERTÃO SANTANA"
"4311","RS","SETE DE SETEMBRO"
"4312","RS","SEVERIANO DE ALMEIDA"
"4313","RS","SILVEIRA MARTINS"
"4314","RS","SINIMBU"
"4315","RS","SOBRADINHO"
"4316","RS","SOLEDADE"
"4317","RS","SÃO BORJA"
"4318","RS","SÃO DOMINGOS DO SUL"
"4319","RS","SÃO FRANCISCO DE ASSIS"
"4320","RS","SÃO FRANCISCO DE PAULA"
"4321","RS","SÃO GABRIEL"
"4322","RS","SÃO JERÔNIMO"
"4323","RS","SÃO JORGE"
"4324","RS","SÃO JOSÉ DAS MISSÕES"
"4325","RS","SÃO JOSÉ DO HERVAL"
"4326","RS","SÃO JOSÉ DO HORTÊNCIO"
"4327","RS","SÃO JOSÉ DO INHACORÁ"
"4328","RS","SÃO JOSÉ DO NORTE"
"4329","RS","SÃO JOSÉ DO OURO"
"4330","RS","SÃO JOSÉ DO SUL"
"4331","RS","SÃO JOSÉ DOS AUSENTES"
"4332","RS","SÃO JOÃO DA URTIGA"
"4333","RS","SÃO JOÃO DO POLÊSINE"
"4334","RS","SÃO LEOPOLDO"
"4335","RS","SÃO LOURENÇO DO SUL"
"4336","RS","SÃO LUIZ GONZAGA"
"4337","RS","SÃO MARCOS"
"4338","RS","SÃO MARTINHO"
"4339","RS","SÃO MARTINHO DA SERRA"
"4340","RS","SÃO MIGUEL DAS MISSÕES"
"4341","RS","SÃO NICOLAU"
"4342","RS","SÃO PAULO DAS MISSÕES"
"4343","RS","SÃO PEDRO DA SERRA"
"4344","RS","SÃO PEDRO DAS MISSÕES"
"4345","RS","SÃO PEDRO DO BUTIÁ"
"4346","RS","SÃO PEDRO DO SUL"
"4347","RS","SÃO SEBASTIÃO DO CAÍ"
"4348","RS","SÃO SEPÉ"
"4349","RS","SÃO VALENTIM"
"4350","RS","SÃO VALENTIM DO SUL"
"4351","RS","SÃO VALÉRIO DO SUL"
"4352","RS","SÃO VENDELINO"
"4353","RS","SÃO VICENTE DO SUL"
"4354","RS","SÉRIO"
"4355","RS","TABAÍ"
"4356","RS","TAPEJARA"
"4357","RS","TAPERA"
"4358","RS","TAPES"
"4359","RS","TAQUARA"
"4360","RS","TAQUARI"
"4361","RS","TAQUARUÇU DO SUL"
"4362","RS","TAVARES"
"4363","RS","TENENTE PORTELA"
"4364","RS","TERRA DE AREIA"
"4365","RS","TEUTÔNIA"
"4366","RS","TIO HUGO"
"4367","RS","TIRADENTES DO SUL"
"4368","RS","TOROPI"
"4369","RS","TORRES"
"4370","RS","TRAMANDAÍ"
"4371","RS","TRAVESSEIRO"
"4372","RS","TRINDADE DO SUL"
"4373","RS","TRIUNFO"
"4374","RS","TRÊS ARROIOS"
"4375","RS","TRÊS CACHOEIRAS"
"4376","RS","TRÊS COROAS"
"4377","RS","TRÊS DE MAIO"
"4378","RS","TRÊS FORQUILHAS"
"4379","RS","TRÊS PALMEIRAS"
"4380","RS","TRÊS PASSOS"
"4381","RS","TUCUNDUVA"
"4382","RS","TUNAS"
"4383","RS","TUPANCI DO SUL"
"4384","RS","TUPANCIRETÃ"
"4385","RS","TUPANDI"
"4386","RS","TUPARENDI"
"4387","RS","TURUÇU"
"4388","RS","UBIRETAMA"
"4389","RS","UNISTALDA"
"4390","RS","UNIÃO DA SERRA"
"4391","RS","URUGUAIANA"
"4392","RS","VACARIA"
"4393","RS","VALE DO SOL"
"4394","RS","VALE REAL"
"4395","RS","VALE VERDE"
"4396","RS","VANINI"
"4397","RS","VENÂNCIO AIRES"
"4398","RS","VERA CRUZ"
"4399","RS","VERANÓPOLIS"
"4400","RS","VESPASIANO CORRÊA"
"4401","RS","VIADUTOS"
"4402","RS","VIAMÃO"
"4403","RS","VICENTE DUTRA"
"4404","RS","VICTOR GRAEFF"
"4405","RS","VILA FLORES"
"4406","RS","VILA LÂNGARO"
"4407","RS","VILA MARIA"
"4408","RS","VILA NOVA DO SUL"
"4409","RS","VISTA ALEGRE"
"4410","RS","VISTA ALEGRE DO PRATA"
"4411","RS","VISTA GAÚCHA"
"4412","RS","VITÓRIA DAS MISSÕES"
"4413","RS","WESTFÁLIA"
"4414","RS","XANGRI-LÁ"
"4415","RS","ÁGUA SANTA"
"4416","RS","ÁUREA"
"4417","SC","ABDON BATISTA"
"4418","SC","ABELARDO LUZ"
"4419","SC","AGROLÂNDIA"
"4420","SC","AGRONÔMICA"
"4421","SC","ALFREDO WAGNER"
"4422","SC","ALTO BELA VISTA"
"4423","SC","ANCHIETA"
"4424","SC","ANGELINA"
"4425","SC","ANITA GARIBALDI"
"4426","SC","ANITÁPOLIS"
"4427","SC","ANTÔNIO CARLOS"
"4428","SC","APIÚNA"
"4429","SC","ARABUTÃ"
"4430","SC","ARAQUARI"
"4431","SC","ARARANGUÁ"
"4432","SC","ARMAZÉM"
"4433","SC","ARROIO TRINTA"
"4434","SC","ARVOREDO"
"4435","SC","ASCURRA"
"4436","SC","ATALANTA"
"4437","SC","AURORA"
"4438","SC","BALNEÁRIO ARROIO DO SILVA"
"4439","SC","BALNEÁRIO BARRA DO SUL"
"4440","SC","BALNEÁRIO CAMBORIÚ"
"4441","SC","BALNEÁRIO GAIVOTA"
"4442","SC","BALNEÁRIO PIÇARRAS"
"4443","SC","BALNEÁRIO RINCÃO"
"4444","SC","BANDEIRANTE"
"4445","SC","BARRA BONITA"
"4446","SC","BARRA VELHA"
"4447","SC","BELA VISTA DO TOLDO"
"4448","SC","BELMONTE"
"4449","SC","BENEDITO NOVO"
"4450","SC","BIGUAÇU"
"4451","SC","BLUMENAU"
"4452","SC","BOCAINA DO SUL"
"4453","SC","BOM JARDIM DA SERRA"
"4454","SC","BOM JESUS"
"4455","SC","BOM JESUS DO OESTE"
"4456","SC","BOM RETIRO"
"4457","SC","BOMBINHAS"
"4458","SC","BOTUVERÁ"
"4459","SC","BRAÇO DO NORTE"
"4460","SC","BRAÇO DO TROMBUDO"
"4461","SC","BRUNÓPOLIS"
"4462","SC","BRUSQUE"
"4463","SC","CAIBI"
"4464","SC","CALMON"
"4465","SC","CAMBORIÚ"
"4466","SC","CAMPO ALEGRE"
"4467","SC","CAMPO BELO DO SUL"
"4468","SC","CAMPO ERÊ"
"4469","SC","CAMPOS NOVOS"
"4470","SC","CANELINHA"
"4471","SC","CANOINHAS"
"4472","SC","CAPINZAL"
"4473","SC","CAPIVARI DE BAIXO"
"4474","SC","CAPÃO ALTO"
"4475","SC","CATANDUVAS"
"4476","SC","CAXAMBU DO SUL"
"4477","SC","CAÇADOR"
"4478","SC","CELSO RAMOS"
"4479","SC","CERRO NEGRO"
"4480","SC","CHAPADÃO DO LAGEADO"
"4481","SC","CHAPECÓ"
"4482","SC","COCAL DO SUL"
"4483","SC","CONCÓRDIA"
"4484","SC","CORDILHEIRA ALTA"
"4485","SC","CORONEL FREITAS"
"4486","SC","CORONEL MARTINS"
"4487","SC","CORREIA PINTO"
"4488","SC","CORUPÁ"
"4489","SC","CRICIÚMA"
"4490","SC","CUNHA PORÃ"
"4491","SC","CUNHATAÍ"
"4492","SC","CURITIBANOS"
"4493","SC","DESCANSO"
"4494","SC","DIONÍSIO CERQUEIRA"
"4495","SC","DONA EMMA"
"4496","SC","DOUTOR PEDRINHO"
"4497","SC","ENTRE RIOS"
"4498","SC","ERMO"
"4499","SC","ERVAL VELHO"
"4500","SC","FAXINAL DOS GUEDES"
"4501","SC","FLOR DO SERTÃO"
"4502","SC","FLORIANÓPOLIS"
"4503","SC","FORMOSA DO SUL"
"4504","SC","FORQUILHINHA"
"4505","SC","FRAIBURGO"
"4506","SC","FREI ROGÉRIO"
"4507","SC","GALVÃO"
"4508","SC","GAROPABA"
"4509","SC","GARUVA"
"4510","SC","GASPAR"
"4511","SC","GOVERNADOR CELSO RAMOS"
"4512","SC","GRAVATAL"
"4513","SC","GRÃO-PARÁ"
"4514","SC","GUABIRUBA"
"4515","SC","GUARACIABA"
"4516","SC","GUARAMIRIM"
"4517","SC","GUARUJÁ DO SUL"
"4518","SC","GUATAMBÚ"
"4519","SC","HERVAL D'OESTE"
"4520","SC","IBIAM"
"4521","SC","IBICARÉ"
"4522","SC","IBIRAMA"
"4523","SC","ILHOTA"
"4524","SC","IMARUÍ"
"4525","SC","IMBITUBA"
"4526","SC","IMBUIA"
"4527","SC","INDAIAL"
"4528","SC","IOMERÊ"
"4529","SC","IPIRA"
"4530","SC","IPORÃ DO OESTE"
"4531","SC","IPUAÇU"
"4532","SC","IPUMIRIM"
"4533","SC","IRACEMINHA"
"4534","SC","IRANI"
"4535","SC","IRATI"
"4536","SC","IRINEÓPOLIS"
"4537","SC","ITAIÓPOLIS"
"4538","SC","ITAJAÍ"
"4539","SC","ITAPEMA"
"4540","SC","ITAPIRANGA"
"4541","SC","ITAPOÁ"
"4542","SC","ITUPORANGA"
"4543","SC","ITÁ"
"4544","SC","IÇARA"
"4545","SC","JABORÁ"
"4546","SC","JACINTO MACHADO"
"4547","SC","JAGUARUNA"
"4548","SC","JARAGUÁ DO SUL"
"4549","SC","JARDINÓPOLIS"
"4550","SC","JOAÇABA"
"4551","SC","JOINVILLE"
"4552","SC","JOSÉ BOITEUX"
"4553","SC","JUPIÁ"
"4554","SC","LACERDÓPOLIS"
"4555","SC","LAGES"
"4556","SC","LAGUNA"
"4557","SC","LAJEADO GRANDE"
"4558","SC","LAURENTINO"
"4559","SC","LAURO MÜLLER"
"4560","SC","LEBON RÉGIS"
"4561","SC","LEOBERTO LEAL"
"4562","SC","LINDÓIA DO SUL"
"4563","SC","LONTRAS"
"4564","SC","LUZERNA"
"4565","SC","LUÍS ALVES"
"4566","SC","MACIEIRA"
"4567","SC","MAFRA"
"4568","SC","MAJOR GERCINO"
"4569","SC","MAJOR VIEIRA"
"4570","SC","MARACAJÁ"
"4571","SC","MARAVILHA"
"4572","SC","MAREMA"
"4573","SC","MASSARANDUBA"
"4574","SC","MATOS COSTA"
"4575","SC","MELEIRO"
"4576","SC","MIRIM DOCE"
"4577","SC","MODELO"
"4578","SC","MONDAÍ"
"4579","SC","MONTE CARLO"
"4580","SC","MONTE CASTELO"
"4581","SC","MORRO DA FUMAÇA"
"4582","SC","MORRO GRANDE"
"4583","SC","NAVEGANTES"
"4584","SC","NOVA ERECHIM"
"4585","SC","NOVA ITABERABA"
"4586","SC","NOVA TRENTO"
"4587","SC","NOVA VENEZA"
"4588","SC","NOVO HORIZONTE"
"4589","SC","ORLEANS"
"4590","SC","OTACÍLIO COSTA"
"4591","SC","OURO"
"4592","SC","OURO VERDE"
"4593","SC","PAIAL"
"4594","SC","PAINEL"
"4595","SC","PALHOÇA"
"4596","SC","PALMA SOLA"
"4597","SC","PALMEIRA"
"4598","SC","PALMITOS"
"4599","SC","PAPANDUVA"
"4600","SC","PARAÍSO"
"4601","SC","PASSO DE TORRES"
"4602","SC","PASSOS MAIA"
"4603","SC","PAULO LOPES"
"4604","SC","PEDRAS GRANDES"
"4605","SC","PENHA"
"4606","SC","PERITIBA"
"4607","SC","PESCARIA BRAVA"
"4608","SC","PETROLÂNDIA"
"4609","SC","PINHALZINHO"
"4610","SC","PINHEIRO PRETO"
"4611","SC","PIRATUBA"
"4612","SC","PLANALTO ALEGRE"
"4613","SC","POMERODE"
"4614","SC","PONTE ALTA"
"4615","SC","PONTE ALTA DO NORTE"
"4616","SC","PONTE SERRADA"
"4617","SC","PORTO BELO"
"4618","SC","PORTO UNIÃO"
"4619","SC","POUSO REDONDO"
"4620","SC","PRAIA GRANDE"
"4621","SC","PRESIDENTE CASTELO BRANCO"
"4622","SC","PRESIDENTE GETÚLIO"
"4623","SC","PRESIDENTE NEREU"
"4624","SC","PRINCESA"
"4625","SC","QUILOMBO"
"4626","SC","RANCHO QUEIMADO"
"4627","SC","RIO DAS ANTAS"
"4628","SC","RIO DO CAMPO"
"4629","SC","RIO DO OESTE"
"4630","SC","RIO DO SUL"
"4631","SC","RIO DOS CEDROS"
"4632","SC","RIO FORTUNA"
"4633","SC","RIO NEGRINHO"
"4634","SC","RIO RUFINO"
"4635","SC","RIQUEZA"
"4636","SC","RODEIO"
"4637","SC","ROMELÂNDIA"
"4638","SC","SALETE"
"4639","SC","SALTINHO"
"4640","SC","SALTO VELOSO"
"4641","SC","SANGÃO"
"4642","SC","SANTA CECÍLIA"
"4643","SC","SANTA HELENA"
"4644","SC","SANTA ROSA DE LIMA"
"4645","SC","SANTA ROSA DO SUL"
"4646","SC","SANTA TEREZINHA"
"4647","SC","SANTA TEREZINHA DO PROGRESSO"
"4648","SC","SANTIAGO DO SUL"
"4649","SC","SANTO AMARO DA IMPERATRIZ"
"4650","SC","SAUDADES"
"4651","SC","SCHROEDER"
"4652","SC","SEARA"
"4653","SC","SERRA ALTA"
"4654","SC","SIDERÓPOLIS"
"4655","SC","SOMBRIO"
"4656","SC","SUL BRASIL"
"4657","SC","SÃO BENTO DO SUL"
"4658","SC","SÃO BERNARDINO"
"4659","SC","SÃO BONIFÁCIO"
"4660","SC","SÃO CARLOS"
"4661","SC","SÃO CRISTÓVÃO DO SUL"
"4662","SC","SÃO DOMINGOS"
"4663","SC","SÃO FRANCISCO DO SUL"
"4664","SC","SÃO JOAQUIM"
"4665","SC","SÃO JOSÉ"
"4666","SC","SÃO JOSÉ DO CEDRO"
"4667","SC","SÃO JOSÉ DO CERRITO"
"4668","SC","SÃO JOÃO BATISTA"
"4669","SC","SÃO JOÃO DO ITAPERIÚ"
"4670","SC","SÃO JOÃO DO OESTE"
"4671","SC","SÃO JOÃO DO SUL"
"4672","SC","SÃO LOURENÇO DO OESTE"
"4673","SC","SÃO LUDGERO"
"4674","SC","SÃO MARTINHO"
"4675","SC","SÃO MIGUEL DA BOA VISTA"
"4676","SC","SÃO MIGUEL DO OESTE"
"4677","SC","SÃO PEDRO DE ALCÂNTARA"
"4678","SC","TAIÓ"
"4679","SC","TANGARÁ"
"4680","SC","TIGRINHOS"
"4681","SC","TIJUCAS"
"4682","SC","TIMBÉ DO SUL"
"4683","SC","TIMBÓ"
"4684","SC","TIMBÓ GRANDE"
"4685","SC","TREVISO"
"4686","SC","TREZE DE MAIO"
"4687","SC","TREZE TÍLIAS"
"4688","SC","TROMBUDO CENTRAL"
"4689","SC","TRÊS BARRAS"
"4690","SC","TUBARÃO"
"4691","SC","TUNÁPOLIS"
"4692","SC","TURVO"
"4693","SC","UNIÃO DO OESTE"
"4694","SC","URUBICI"
"4695","SC","URUPEMA"
"4696","SC","URUSSANGA"
"4697","SC","VARGEM"
"4698","SC","VARGEM BONITA"
"4699","SC","VARGEÃO"
"4700","SC","VIDAL RAMOS"
"4701","SC","VIDEIRA"
"4702","SC","VITOR MEIRELES"
"4703","SC","WITMARSUM"
"4704","SC","XANXERÊ"
"4705","SC","XAVANTINA"
"4706","SC","XAXIM"
"4707","SC","ZORTÉA"
"4708","SC","ÁGUA DOCE"
"4709","SC","ÁGUAS DE CHAPECÓ"
"4710","SC","ÁGUAS FRIAS"
"4711","SC","ÁGUAS MORNAS"
"4712","SE","AMPARO DE SÃO FRANCISCO"
"4713","SE","AQUIDABÃ"
"4714","SE","ARACAJU"
"4715","SE","ARAUÁ"
"4716","SE","AREIA BRANCA"
"4717","SE","BARRA DOS COQUEIROS"
"4718","SE","BOQUIM"
"4719","SE","BREJO GRANDE"
"4720","SE","CAMPO DO BRITO"
"4721","SE","CANHOBA"
"4722","SE","CANINDÉ DE SÃO FRANCISCO"
"4723","SE","CAPELA"
"4724","SE","CARIRA"
"4725","SE","CARMÓPOLIS"
"4726","SE","CEDRO DE SÃO JOÃO"
"4727","SE","CRISTINÁPOLIS"
"4728","SE","CUMBE"
"4729","SE","DIVINA PASTORA"
"4730","SE","ESTÂNCIA"
"4731","SE","FEIRA NOVA"
"4732","SE","FREI PAULO"
"4733","SE","GARARU"
"4734","SE","GENERAL MAYNARD"
"4735","SE","GRACCHO CARDOSO"
"4736","SE","ILHA DAS FLORES"
"4737","SE","INDIAROBA"
"4738","SE","ITABAIANA"
"4739","SE","ITABAIANINHA"
"4740","SE","ITABI"
"4741","SE","ITAPORANGA D'AJUDA"
"4742","SE","JAPARATUBA"
"4743","SE","JAPOATÃ"
"4744","SE","LAGARTO"
"4745","SE","LARANJEIRAS"
"4746","SE","MACAMBIRA"
"4747","SE","MALHADA DOS BOIS"
"4748","SE","MALHADOR"
"4749","SE","MARUIM"
"4750","SE","MOITA BONITA"
"4751","SE","MONTE ALEGRE DE SERGIPE"
"4752","SE","MURIBECA"
"4753","SE","NEÓPOLIS"
"4754","SE","NOSSA SENHORA APARECIDA"
"4755","SE","NOSSA SENHORA DA GLÓRIA"
"4756","SE","NOSSA SENHORA DAS DORES"
"4757","SE","NOSSA SENHORA DE LOURDES"
"4758","SE","NOSSA SENHORA DO SOCORRO"
"4759","SE","PACATUBA"
"4760","SE","PEDRA MOLE"
"4761","SE","PEDRINHAS"
"4762","SE","PINHÃO"
"4763","SE","PIRAMBU"
"4764","SE","PORTO DA FOLHA"
"4765","SE","POÇO REDONDO"
"4766","SE","POÇO VERDE"
"4767","SE","PROPRIÁ"
"4768","SE","RIACHUELO"
"4769","SE","RIACHÃO DO DANTAS"
"4770","SE","RIBEIRÓPOLIS"
"4771","SE","ROSÁRIO DO CATETE"
"4772","SE","SALGADO"
"4773","SE","SANTA LUZIA DO ITANHY"
"4774","SE","SANTA ROSA DE LIMA"
"4775","SE","SANTANA DO SÃO FRANCISCO"
"4776","SE","SANTO AMARO DAS BROTAS"
"4777","SE","SIMÃO DIAS"
"4778","SE","SIRIRI"
"4779","SE","SÃO CRISTÓVÃO"
"4780","SE","SÃO DOMINGOS"
"4781","SE","SÃO FRANCISCO"
"4782","SE","SÃO MIGUEL DO ALEIXO"
"4783","SE","TELHA"
"4784","SE","TOBIAS BARRETO"
"4785","SE","TOMAR DO GERU"
"4786","SE","UMBAÚBA"
"4787","SP","ADAMANTINA"
"4788","SP","ADOLFO"
"4789","SP","AGUAÍ"
"4790","SP","AGUDOS"
"4791","SP","ALAMBARI"
"4792","SP","ALFREDO MARCONDES"
"4793","SP","ALTAIR"
"4794","SP","ALTINÓPOLIS"
"4795","SP","ALTO ALEGRE"
"4796","SP","ALUMÍNIO"
"4797","SP","ALVINLÂNDIA"
"4798","SP","AMERICANA"
"4799","SP","AMPARO"
"4800","SP","AMÉRICO BRASILIENSE"
"4801","SP","AMÉRICO DE CAMPOS"
"4802","SP","ANALÂNDIA"
"4803","SP","ANDRADINA"
"4804","SP","ANGATUBA"
"4805","SP","ANHEMBI"
"4806","SP","ANHUMAS"
"4807","SP","APARECIDA"
"4808","SP","APARECIDA D'OESTE"
"4809","SP","APIAÍ"
"4810","SP","ARAMINA"
"4811","SP","ARANDU"
"4812","SP","ARAPEÍ"
"4813","SP","ARARAQUARA"
"4814","SP","ARARAS"
"4815","SP","ARAÇARIGUAMA"
"4816","SP","ARAÇATUBA"
"4817","SP","ARAÇOIABA DA SERRA"
"4818","SP","ARCO-ÍRIS"
"4819","SP","AREALVA"
"4820","SP","AREIAS"
"4821","SP","AREIÓPOLIS"
"4822","SP","ARIRANHA"
"4823","SP","ARTUR NOGUEIRA"
"4824","SP","ARUJÁ"
"4825","SP","ASPÁSIA"
"4826","SP","ASSIS"
"4827","SP","ATIBAIA"
"4828","SP","AURIFLAMA"
"4829","SP","AVANHANDAVA"
"4830","SP","AVARÉ"
"4831","SP","AVAÍ"
"4832","SP","BADY BASSITT"
"4833","SP","BALBINOS"
"4834","SP","BANANAL"
"4835","SP","BARBOSA"
"4836","SP","BARIRI"
"4837","SP","BARRA BONITA"
"4838","SP","BARRA DO CHAPÉU"
"4839","SP","BARRA DO TURVO"
"4840","SP","BARRETOS"
"4841","SP","BARRINHA"
"4842","SP","BARUERI"
"4843","SP","BARÃO DE ANTONINA"
"4844","SP","BASTOS"
"4845","SP","BATATAIS"
"4846","SP","BAURU"
"4847","SP","BEBEDOURO"
"4848","SP","BENTO DE ABREU"
"4849","SP","BERNARDINO DE CAMPOS"
"4850","SP","BERTIOGA"
"4851","SP","BILAC"
"4852","SP","BIRIGUI"
"4853","SP","BIRITIBA MIRIM"
"4854","SP","BOA ESPERANÇA DO SUL"
"4855","SP","BOCAINA"
"4856","SP","BOFETE"
"4857","SP","BOITUVA"
"4858","SP","BOM JESUS DOS PERDÕES"
"4859","SP","BOM SUCESSO DE ITARARÉ"
"4860","SP","BORACÉIA"
"4861","SP","BORBOREMA"
"4862","SP","BOREBI"
"4863","SP","BORÁ"
"4864","SP","BOTUCATU"
"4865","SP","BRAGANÇA PAULISTA"
"4866","SP","BRAÚNA"
"4867","SP","BREJO ALEGRE"
"4868","SP","BRODOWSKI"
"4869","SP","BROTAS"
"4870","SP","BURI"
"4871","SP","BURITAMA"
"4872","SP","BURITIZAL"
"4873","SP","BÁLSAMO"
"4874","SP","CABREÚVA"
"4875","SP","CABRÁLIA PAULISTA"
"4876","SP","CACHOEIRA PAULISTA"
"4877","SP","CACONDE"
"4878","SP","CAFELÂNDIA"
"4879","SP","CAIABU"
"4880","SP","CAIEIRAS"
"4881","SP","CAIUÁ"
"4882","SP","CAJAMAR"
"4883","SP","CAJATI"
"4884","SP","CAJOBI"
"4885","SP","CAJURU"
"4886","SP","CAMPINA DO MONTE ALEGRE"
"4887","SP","CAMPINAS"
"4888","SP","CAMPO LIMPO PAULISTA"
"4889","SP","CAMPOS DO JORDÃO"
"4890","SP","CAMPOS NOVOS PAULISTA"
"4891","SP","CANANÉIA"
"4892","SP","CANAS"
"4893","SP","CANITAR"
"4894","SP","CAPELA DO ALTO"
"4895","SP","CAPIVARI"
"4896","SP","CAPÃO BONITO"
"4897","SP","CARAGUATATUBA"
"4898","SP","CARAPICUÍBA"
"4899","SP","CARDOSO"
"4900","SP","CASA BRANCA"
"4901","SP","CASTILHO"
"4902","SP","CATANDUVA"
"4903","SP","CATIGUÁ"
"4904","SP","CAÇAPAVA"
"4905","SP","CEDRAL"
"4906","SP","CERQUEIRA CÉSAR"
"4907","SP","CERQUILHO"
"4908","SP","CESÁRIO LANGE"
"4909","SP","CHARQUEADA"
"4910","SP","CHAVANTES"
"4911","SP","CLEMENTINA"
"4912","SP","COLINA"
"4913","SP","COLÔMBIA"
"4914","SP","CONCHAL"
"4915","SP","CONCHAS"
"4916","SP","CORDEIRÓPOLIS"
"4917","SP","COROADOS"
"4918","SP","CORONEL MACEDO"
"4919","SP","CORUMBATAÍ"
"4920","SP","COSMORAMA"
"4921","SP","COSMÓPOLIS"
"4922","SP","COTIA"
"4923","SP","CRAVINHOS"
"4924","SP","CRISTAIS PAULISTA"
"4925","SP","CRUZEIRO"
"4926","SP","CRUZÁLIA"
"4927","SP","CUBATÃO"
"4928","SP","CUNHA"
"4929","SP","CÁSSIA DOS COQUEIROS"
"4930","SP","CÂNDIDO MOTA"
"4931","SP","CÂNDIDO RODRIGUES"
"4932","SP","DESCALVADO"
"4933","SP","DIADEMA"
"4934","SP","DIRCE REIS"
"4935","SP","DIVINOLÂNDIA"
"4936","SP","DOBRADA"
