"","DATA_GERACAO","HORA_GERACAO","ANO_ELEICAO","NUM_TURNO","DESCRICAO_ELEICAO","SIGLA_UF","SIGLA_UE","CODIGO_CARGO","DESCRICAO_CARGO","TIPO_LEGENDA","NUMERO_PARTIDO","SIGLA_PARTIDO","NOME_PARTIDO","SIGLA_COLIGACAO","NOME_COLIGACAO","COMPOSICAO_COLIGACAO","SEQUENCIAL_COLIGACAO"
"13","16/07/2017",14:36:30,1998,1,"ELEICOES","BR","BR",1,"PRESIDENTE","COLIGACAO",14,"PTB","PARTIDO TRABALHISTA BRASILEIRO","#NE#","PFL / PPB / PSD / PSDB / PTB","PFL / PPB / PSD / PSDB / PTB",1101
"14","16/07/2017",14:36:30,1998,1,"ELEICOES","BR","BR",1,"PRESIDENTE","COLIGACAO",21,"PCB","PARTIDO COMUNISTA BRASILEIRO","#NE#","PC do B / PCB / PDT / PSB / PT","PC do B / PCB / PDT / PSB / PT",1100
"15","16/07/2017",14:36:30,1998,1,"ELEICOES","BR","BR",1,"PRESIDENTE","COLIGACAO",22,"PL","PARTIDO LIBERAL","#NE#","PAN / PL / PPS","PAN / PL / PPS",1102
"16","16/07/2017",14:36:30,1998,1,"ELEICOES","BR","BR",1,"PRESIDENTE","COLIGACAO",23,"PPS","PARTIDO POPULAR SOCIALISTA","#NE#","PAN / PL / PPS","PAN / PL / PPS",1102
"17","16/07/2017",14:36:30,1998,1,"ELEICOES","BR","BR",1,"PRESIDENTE","COLIGACAO",25,"PFL","PARTIDO DA FRENTE LIBERAL","#NE#","PFL / PPB / PSD / PSDB / PTB","PFL / PPB / PSD / PSDB / PTB",1101
"18","16/07/2017",14:36:30,1998,1,"ELEICOES","BR","BR",1,"PRESIDENTE","COLIGACAO",26,"PAN","PARTIDO DOS APOSENTADOS DA NAÇÃO","#NE#","PAN / PL / PPS","PAN / PL / PPS",1102
"19","16/07/2017",14:36:30,1998,1,"ELEICOES","BR","BR",1,"PRESIDENTE","COLIGACAO",40,"PSB","PARTIDO SOCIALISTA BRASILEIRO","#NE#","PC do B / PCB / PDT / PSB / PT","PC do B / PCB / PDT / PSB / PT",1100
"20","16/07/2017",14:36:30,1998,1,"ELEICOES","BR","BR",1,"PRESIDENTE","COLIGACAO",41,"PSD","PARTIDO SOCIAL DEMOCRÁTICO","#NE#","PFL / PPB / PSD / PSDB / PTB","PFL / PPB / PSD / PSDB / PTB",1101
"21","16/07/2017",14:36:30,1998,1,"ELEICOES","BR","BR",1,"PRESIDENTE","COLIGACAO",45,"PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","#NE#","PFL / PPB / PSD / PSDB / PTB","PFL / PPB / PSD / PSDB / PTB",1101
"22","16/07/2017",14:36:30,1998,1,"ELEICOES","BR","BR",1,"PRESIDENTE","COLIGACAO",65,"PC do B","PARTIDO COMUNISTA DO BRASIL","#NE#","PC do B / PCB / PDT / PSB / PT","PC do B / PCB / PDT / PSB / PT",1100
