"","NUMERO_PARTIDO","DESPESA_MAX_CAMPANHA","NOME_URNA_CANDIDATO","COD_SIT_TOT_TURNO"
"1782",19,2000000,"MARCELO COSTA",4
"1783",55,8000000,"BIA",4
"1784",25,-1,"GENESIO BOER",-1
"1785",70,-1,"MANO SO PÃO",-1
"1786",55,8000000,"DRA. NUDY MILLA",4
"1787",15,5000000,"MAMÃO",5
"1788",10,1500000,"ISAC MARQUES",4
"1789",43,3000000,"ELIANE LELIS",4
"1790",12,6000000,"XUXU DAL MOLIN",5
"1791",50,1000000,"WANESA NUNES",4
"1792",36,2000000,"FABIO SENNA",4
"1793",45,2500000,"NEOSALINA",5
"1794",33,2900000,"ANGELA",4
"1795",45,2500000,"DR RICARDO SAAD",5
"1796",15,-1,"MARIA JOSE BORGES",-1
"1797",15,5000000,"CARLOS BEZERRA",2
"1798",77,6000000,"LENINHA ROSSETE",4
"1799",51,4000000,"MARIO MOTO TAXI",4
"1800",90,3000000,"PROFESSOR SALMO",5
"1801",70,-1,"CHAPEU PRETO",-1
"1802",65,3000000,"RARIKAN",4
"1803",31,2900000,"BIRA FELIX",4
"1804",31,-1,"LOBÃO",-1
"1805",45,-1,"ROGÉRIO SALLES",-1
"1806",90,3000000,"ADRIANA GOMES",5
"1807",55,8000000,"JUAREZ DA GLOBAL",4
"1808",55,8000000,"ELOI LUIZ DE ALMEIDA",4
"1809",55,8000000,"CHICO DALTRO",4
"1810",55,8000000,"ELIENE LIMA",4
"1811",55,8000000,"ROBERTO GOIANO",4
"1812",55,8000000,"REGINA",4
"1813",14,4000000,"EVANDRO CARLOS",5
"1814",10,1500000,"DRA MARCIA",5
"1815",20,2500000,"PROFESSOR VICTÓRIO GALLI",3
"1816",14,4000000,"TEN CEL BOMBEIRO PAULO SELVA",5
"1817",70,-1,"IRMÃ SILVANA",-1
"1818",44,3000000,"GISELE LOPES",4
"1819",27,3000000,"WETO SALGADO",4
"1820",65,3000000,"PROFESSORA SANDRA",4
"1821",33,2900000,"NEUSA ANAIA",4
"1822",31,-1,"KAKÁ",-1
"1823",50,1000000,"MANOEL PARRIÃO BIRINHA",4
"1824",12,6000000,"JOSÉ AUGUSTO CURVO - TAMPINHA",5
"1825",70,2000000,"MARIA EUGENIA",4
"1826",50,1000000,"ROSALVO COSTA",4
"1827",50,1000000,"SUADNA",4
"1828",11,8000000,"EZEQUIEL FONSECA",3
"1829",90,3000000,"MARIA DA PENHA",5
"1830",51,4000000,"JAMILSON MOURA",4
"1831",55,8000000,"ISMAILI",4
"1832",90,3000000,"HILTON GUSMÃO",5
"1833",50,1000000,"ENFERMEIRO VANDERLEY DA GUIA",4
"1834",55,8000000,"LIZA",4
"1835",33,-1,"GERALDA",-1
"1836",31,2900000,"LUCIO MANDIOCA",4
"1837",45,2500000,"LEIVA LELE",5
"1838",28,2000000,"BENEDITO ALENCASTRO",4
"1839",90,3000000,"ROGÉRIO SILVA",5
"1840",55,8000000,"RADAMÉS ALVES",4
"1841",55,8000000,"DR. RAFAEL PEREIRA",4
"1842",25,6000000,"ANA RITA",5
"1843",13,3000000,"ROBINSON CIREIA",5
"1844",25,4000000,"MANDETTA",2
"1845",11,2000000,"CAZUZA",4
"1846",50,100000,"LUCIANA TRINDADE",4
"1847",17,-1,"NEYA",-1
"1848",13,4000000,"BIFFI",5
"1849",70,5000000,"ASTRO REZENDE",4
"1850",45,4000000,"DANIELE SANTOS",5
"1851",11,-1,"FERNANDO COUTO",-1
"1852",15,7000000,"BRUNOI REICHARDT",5
"1853",31,1500000,"SILVIO SANTOS",4
"1854",65,4000000,"MARIO FONSECA",5
"1855",44,4000000,"BETO TELES",4
"1856",17,4000000,"MARIA DE TERENOS",4
"1857",17,4000000,"MARIA THEREZA",4
"1858",17,4000000,"LISA SANTOS",4
"1859",44,4000000,"DAIANE WEIS",4
"1860",55,2000000,"MARCELO MOURÃO",5
"1861",31,1500000,"SONIA MARINHO",4
"1862",20,5000000,"MOURA FÉ",5
"1863",45,4000000,"GERALDO SALES",5
"1864",17,4000000,"MACEDO",4
"1865",11,2000000,"MARIA ROCHA",4
"1866",17,4000000,"ARILDO SOARES",4
"1867",15,7000000,"GEAN VOLPATO",5
"1868",15,7000000,"TONHÃO",5
"1869",28,5000000,"ANTÔNIO LOBO",4
"1870",70,5000000,"CLAUDIO LINS",4
"1871",23,2000000,"ALDO",5
"1872",50,-1,"DR HINDO",-1
"1873",44,4000000,"BALEJO DE ARRUDA",4
"1874",15,7000000,"MARUN",2
"1875",13,4000000,"AMARILIS AMARAL",5
"1876",44,-1,"ANGELA AJALA",-1
"1877",13,4000000,"VANDER LOUBET",2
"1878",22,4000000,"ALIR TERRA Nº 2213",5
"1879",55,2000000,"CORINGA",5
"1880",31,-1,"AROLDO TAVARES",-1
"1881",27,4000000,"ODILON DO PRADO",5
"1882",27,4000000,"SONIA",5
"1883",14,4000000,"SANDRO MARCELO",5
"1884",19,4000000,"CLAUDIO SERTÃO",5
"1885",11,2000000,"RITVA VIEIRA",4
"1886",70,5000000,"NICE",4
"1887",31,1500000,"MIOJO ROSÂNGELA",4
"1888",55,2000000,"MARCIA BRAMBILLA",5
"1889",16,16000,"JENNIFER GUIMARÃES",4
"1890",43,4000000,"CARLOS JARDIM",4
"1891",10,-1,"BISPO MARCOS VITOR",-1
"1892",17,-1,"JUNIOR",-1
"1893",44,4000000,"DR. TIDICO",4
"1894",44,4000000,"CHICO NASCIMENTO",4
"1895",54,4000000,"MARQUINHOS RIBEIRO",4
"1896",44,4000000,"RONILÇO GUERREIRO",4
"1897",70,5000000,"CESAR BILLERBECK",4
"1898",45,4000000,"VALDIR CARDOSO",5
"1899",25,4000000,"AILTON STROPA",5
"1900",51,2000000,"ROSANA ARCE",5
"1901",16,16000,"EDERLON DO PSTU",4
"1902",31,1500000,"AMIGO ZANON",4
"1903",15,7000000,"FÁBIO TRAD",5
"1904",43,4000000,"CRISTIANO MARTINS",4
"1905",55,2000000,"ROBERTO PROTÉTICO",5
"1906",15,7000000,"RICARDO CANDIA",5
"1907",25,4000000,"PUKA VALDEZ",5
"1908",25,4000000,"PROFESSORA VALDECI",5
"1909",13,4000000,"WALQUIRIA DO PT",5
"1910",27,-1,"ELIZEU AMARILHA MATTOS",-1
"1911",45,4000000,"FREDSON FREITAS",5
"1912",23,2000000,"SILVANA TERENA",5
"1913",40,10000000,"MARISA ROCHA",5
"1914",31,1500000,"CELESTINO GONÇALVES",4
"1915",31,1500000,"ODAIR BORTOLOTI",4
"1916",45,4000000,"JORGINHO DO GAS",5
"1917",55,-1,"SAULO QUEIRÓZ",-1
"1918",12,4000000,"BETH ALTAFINI",5
"1919",90,4000000,"MARCELINO NUNES",5
"1920",44,4000000,"TOMAZELLI",4
"1921",36,4000000,"GAZOLLA",5
"1922",17,-1,"AMILTON APARECIDO",-1
"1923",11,2000000,"ESCOBAR DO POVO",4
"1924",55,2000000,"DR SABATEL",5
"1925",40,10000000,"TEREZA CRISTINA",2
"1926",31,1500000,"CARDOSO - O HOMEM DA MULETA",4
"1927",50,100000,"KELLY DO PSOL",4
"1928",12,4000000,"YVES",5
"1929",14,4000000,"IRMÃ FÁTIMA",5
"1930",13,4000000,"ANASTÁCIO PERALTA",5
"1931",15,7000000,"MARIA ELOIR",5
"1932",13,4000000,"ZECA DO PT",2
"1933",10,5000000,"PASTOR ISAIAS BITTENCOURT",5
"1934",11,-1,"ALBERTO GUIMARAES",-1
"1935",45,4000000,"LOURDES ALENCAR",5
"1936",90,4000000,"BODINHO",5
"1937",40,10000000,"AUXILIADORA MARTINS",5
"1938",23,2000000,"WALTER HORA",5
"1939",14,4000000,"NELSON OSÓRIO",5
"1940",45,4000000,"MARCIO MONTEIRO",3
"1941",70,5000000,"ANA PAULA DUTRA",4
"1942",22,4000000,"DR ANTONIO CRUZ",5
"1943",50,100000,"ANISIO GUATÓ",4
"1944",12,4000000,"DAGOBERTO NOGUEIRA",3
"1945",15,7000000,"CARLA STEPHANINI",5
"1946",15,7000000,"LU",5
"1947",15,7000000,"JOHNNY GUERRA GAI",5
"1948",20,5000000,"LUCIMAR ROZA",5
"1949",31,1500000,"IARA COSTA",4
"1950",28,5000000,"MARLON VIEIRA",4
"1951",13,4000000,"MARIA FELIX",5
"1952",31,1500000,"SILVANI GOMES",4
"1953",15,7000000,"DR. WILSON SAMI",5
"1954",17,4000000,"CHINA",4
"1955",33,4000000,"ROSANA DA SAÚDE",5
"1956",45,4000000,"CRISTINA RODRIGUES",5
"1957",15,7000000,"MARÇAL FILHO",5
"1958",50,-1,"INDIO",-1
"1959",90,4000000,"FABRÍCIO",5
"1960",12,4000000,"ALENCAR",5
"1961",17,4000000,"ILZE ROCHA",4
"1962",20,5000000,"DR. LUIZ OVANDO",5
"1963",31,1500000,"SANDRA CARRILHO",4
"1964",77,4000000,"ELIZEU DIONIZIO",5
"1965",40,10000000,"MANOEL VITÓRIO",4
"1966",44,4000000,"KELLY CRISTINA",4
"1967",44,4000000,"LUIZ FELIPE CAMPO GRANDE",4
"1968",45,4000000,"ÂNGELA COSTA",5
"1969",70,5000000,"CARLINHOS ANJOS DA ORDEM",4
"1970",15,7000000,"GERALDO RESENDE",2
"1971",50,100000,"CACIQUE LADIO VERON",4
"1972",19,5000000,"VILMAR DO SITRAMONTI",5
"1973",70,3000000,"JACIEL PEREIRA",4
"1974",20,4000000,"DR. BONI",5
"1975",27,5000000,"ROSI DA SAÚDE",5
"1976",16,50000,"IZABELLA LOURENÇA",4
"1977",16,50000,"STÊNIA JOURINK",4
"1978",12,5000000,"NEGO ANJO",5
"1979",70,3000000,"ADRIAN PAZ",5
"1980",40,5500000,"ANTONIO C DUARTE",5
"1981",14,5000000,"ELIZEU ASSIS",5
"1982",33,5000000,"EVANILDA GOMES",5
"1983",33,5000000,"MOABE SIDONIO",5
"1984",33,5000000,"RENATO FABIANO",5
"1985",28,3000000,"ZÉ MANOEL",5
"1986",43,5000000,"CELENE GOMES",5
"1987",23,5000000,"RAILDA FERNANDEZ",5
"1988",23,5000000,"FABIO ANTONIO",5
"1989",23,5000000,"HUMBERTO SOUTO",5
"1990",23,5000000,"CARLINHOS FIO",5
"1991",43,5000000,"LILIAN PINHO",5
"1992",12,5000000,"MARIO HERINGER",2
"1993",12,5000000,"PROF.RAFAEL TEIXEIRA",5
"1994",12,-1,"MISSIONÁRIO TEO",-1
"1995",70,3000000,"SIDNEY LIMA",5
"1996",45,7000000,"TÊCA",5
"1997",22,-1,"BERNARDO SANTANA",-1
"1998",22,10000000,"EVANDRO MIZAEL",5
"1999",77,7000000,"LEDA BRAGA",5
"2000",77,7000000,"NEUSA ALVES",5
"2001",25,-1,"ALOÍSIO RAFAEL",-1
"2002",14,5000000,"ARQUIMEDES BORGES",5
"2003",70,3000000,"SANDRO ESPANTADO",5
"2004",45,7000000,"BUENO BRANDÃO",5
"2005",45,7000000,"WALTINHO",5
"2006",70,3000000,"CRISTINA FREITAS",5
"2007",15,5000000,"RONALDO BRAGA",5
"2008",15,5000000,"SILAS BRASILEIRO",5
"2009",65,5000000,"WADSON RIBEIRO",5
"2010",31,3000000,"BISPO DAMASCENO",5
"2011",31,-1,"ALESSANDRA VIEIRA JORGE",-1
"2012",31,3000000,"JULIANE LOURDES SILVA",5
"2013",33,-1,"CARLOS ALBERTO",-1
"2014",45,7000000,"MARIA APARECIDA VIEIRA",5
"2015",70,3000000,"CESINHA DA AUTO ESCOLA",5
"2016",70,3000000,"LULUCA DA CRECHE",5
"2017",70,3000000,"ELIZA GALLO",5
"2018",27,-1,"HUMBERTO",-1
"2019",70,3000000,"HIE HIE",5
"2020",70,3000000,"PROF SUPERVISORA LUCILIA OTONI",5
"2021",70,3000000,"CEM DA BICICLETA",5
"2022",70,3000000,"MURILINHO",5
"2023",15,5000000,"CROVYMARA",5
"2024",54,4000000,"PROFESSORA EDNA SALES",5
"2025",17,4000000,"GLEISER BORONI",5
"2026",10,5000000,"GREYCE ELIAS",5
"2027",44,-1,"SANDRA ROCHA",-1
"2028",17,4000000,"ANINHA DO NAÚTICO",5
"2029",17,4000000,"DIVA DOMINGOS",5
"2030",17,4000000,"MARCUS FRESSATI",5
"2031",17,4000000,"PROF. D. DILZA",5
"2032",17,4000000,"ANDREIA BOTELHO",5
"2033",36,4000000,"MARCOS MOURA",5
"2034",36,4000000,"TANIA SOCIAL",5
"2035",36,4000000,"DOUTOR FLÁVIO",5
"2036",54,4000000,"SIDENIR É SOLUÇÃO",5
"2037",20,4000000,"HELENICE CUNHA",5
"2038",20,4000000,"JOSE DO CARMO",5
"2039",36,4000000,"SUELY GOMES",5
"2040",21,500000,"PATRICK OSORIO",4
"2041",13,5000000,"ENGENHEIRO GILSON QUEIROZ",5
"2042",31,3000000,"ROBSON LACERDA",5
"2043",13,5000000,"LEONARDO MONTEIRO",2
"2044",19,5000000,"JAPAO",5
"2045",55,9000000,"DEYSE COSTA",5
"2046",40,5500000,"XICA DA SILVA",5
"2047",40,5500000,"CAPITÃO COSTA JÚNIOR",5
"2048",15,5000000,"GI FERREIRA",5
"2049",11,7000000,"DIMAS FABIANO",2
"2050",14,5000000,"JANDER FILARETTI",5
"2051",13,5000000,"VANDERLEI SANTOS",5
"2052",15,5000000,"MARCO TÚLIO",5
"2053",31,3000000,"ALEXANDRE MAGNO",5
"2054",40,5500000,"NORMA MARIA LEÃO",5
"2055",51,3000000,"EDMAR XAVIER",5
"2056",27,-1,"JUNIA AMARAL",-1
"2057",14,5000000,"ADÃO GOMES",4
"2058",23,5000000,"DRA. REGINA CIOFFI",5
"2059",14,5000000,"EDNEIA LIMA",5
"2060",10,5000000,"ZÉ FRANCISCO",5
"2061",45,7000000,"CAIO NARCIO",2
"2062",77,7000000,"ZÉ SILVA",2
"2063",14,5000000,"EUCLYDES PETTERSEN",5
"2064",13,5000000,"CAROLINA",5
"2065",12,5000000,"DOUTOR BETINHO",5
"2066",17,4000000,"FÁTIMA TAVARES",5
"2067",15,5000000,"JAMIR ANDRADE",5
"2068",13,5000000,"DR. CARLOS EINSTEIN",5
"2069",44,3000000,"NORMANDIA",5
"2070",19,-1,"GERALDA JANUARIA",-1
"2071",19,5000000,"MARIA COSTA",5
"2072",19,5000000,"VANILDA CARDOSO",5
"2073",16,50000,"CARINE MARTINS",4
"2074",16,50000,"MAX MOL",4
"2075",19,5000000,"ALICIO",5
"2076",50,100000,"PROFESSOR MAURILO",4
"2077",33,5000000,"NEIDE TANNUS",5
"2078",33,5000000,"REGINA ANJOS",5
"2079",22,10000000,"VALÉRIO NETO",5
"2080",19,-1,"JOSE NOEL",-1
"2081",23,-1,"LUIZÃO PEREIRA",-1
"2082",23,5000000,"WANDERLEIA ENFERMEIRA",5
"2083",23,5000000,"IZABELA",5
"2084",23,5000000,"ILDEIA OTTONI",5
"2085",12,-1,"NEIA DA UNINORTE",-1
"2086",12,5000000,"GISELE DE DANIEL",5
"2087",12,5000000,"CARLOS DIAMANTINO",5
"2088",12,5000000,"PASTOR OVÍDIO",5
"2089",12,5000000,"ROBÉSIO",5
"2090",13,5000000,"MARIA DO CARMO LARA",5
"2091",55,9000000,"CHRISTIANE PRINCE",5
"2092",55,9000000,"WALTER TOSTA",5
"2093",77,7000000,"LEONARDO BARROS",5
"2094",77,7000000,"CORONEL MAC DOWEL",5
"2095",51,3000000,"MARCELO BAETA AGENTE FEDERAL",5
"2096",51,-1,"CIDA BUZETTI",-1
"2097",25,7000000,"CRISTINA VILELA",5
"2098",15,5000000,"MAURO LOPES",2
"2099",14,5000000,"PEREIRA SANCHES",4
"2100",25,7000000,"VITOR PENIDO",5
"2101",70,-1,"ILDEU MENEZES",-1
"2102",31,3000000,"JOSE MARIA DE NOVA CONTAGEM",5
"2103",31,3000000,"WANDERLINO TEIXEIRA",5
"2104",40,5500000,"VILSON DA FETAEMG",5
"2105",12,5000000,"INDIA ALVES",5
"2106",15,5000000,"LAUDÍVIO CARVALHO",2
"2107",55,9000000,"DIEGO ANDRADE",2
"2108",16,50000,"DANIEL WARDIL",4
"2109",20,4000000,"PROF. CARLOS FREDERICO CFRED",5
"2110",45,7000000,"TIA SONIA",5
"2111",70,-1,"CIRO CAMPOS",-1
"2112",70,3000000,"PAULINHO BIGODINHO",5
"2113",70,3000000,"RENATA DO OTONI",5
"2114",15,5000000,"BRUNO BORGES",5
"2115",25,7000000,"MAURO",5
"2116",13,5000000,"ZÉ BONOMO",4
"2117",40,5500000,"SAOZINHA",5
"2118",16,50000,"PAULINHO GABRIEL",4
"2119",40,-1,"PAULINHO MOTORISTA",-1
"2120",40,5500000,"MARCELO DA S.A ADVOCACIA",5
"2121",40,5500000,"PROFESSORA MARIENE",5
"2122",10,5000000,"GEORGE HILTON",2
"2123",15,5000000,"PASTOR JOSÉ MENDES PAPAGAIO",5
"2124",10,5000000,"LAURINHA",5
"2125",90,5000000,"TUANE GARCIA",5
"2126",20,4000000,"MARILZA FIGUEIREDO",5
"2127",17,4000000,"PEDRO WILSON",5
"2128",36,4000000,"SANDRA LAS CASAS",5
"2129",36,4000000,"PASTOR WALTER MOURISSO",5
"2130",36,4000000,"DIVINO",5
"2131",36,4000000,"EDSON BITENCOURT",5
"2132",36,4000000,"PASTOR EFRAIM LENINI",5
"2133",40,5500000,"TILDEN SANTIAGO",5
"2134",40,5500000,"EVANDRO PEDRAS MARTELINHO",5
"2135",13,5000000,"ROSIANE APARECIDA",5
"2136",12,5000000,"JEFINHO",5
"2137",36,-1,"PASTOR MARCELO",-1
"2138",36,-1,"PASTORA APARECIDA",-1
"2139",36,4000000,"DECINHO BARBEIRO",5
"2140",20,4000000,"ZE CARLOS",4
"2141",20,4000000,"JULIO ALVES DA SILVA",5
"2142",50,100000,"SARA AZEVEDO",4
"2143",27,5000000,"HELGA GREINER",5
"2144",25,7000000,"MISAEL VARELLA",2
"2145",28,3000000,"ROBERTO SIMAO",4
"2146",44,3000000,"NANCI",5
"2147",77,7000000,"DR GRILO",5
"2148",23,5000000,"LUCAS MORAIS",5
"2149",22,10000000,"ADILSON PÉ DE CHUMBO",5
"2150",25,7000000,"DAVID DA SILVA",4
"2151",21,500000,"DR. ZOCRATO",4
"2152",15,5000000,"BRENO CARONE",5
"2153",51,3000000,"PATRICIA NESSIM",5
"2154",28,-1,"EDSON VAREJÃO",-1
"2155",11,7000000,"RENATO ANDRADE",5
"2156",19,5000000,"LUCIANO",5
"2157",27,-1,"RENILSON ALVES",-1
"2158",50,100000,"ENEAS",4
"2159",19,-1,"MARIA MOREIRA",-1
"2160",16,50000,"JOSIANE DE BOUCHERVILLE",4
"2161",16,50000,"ANDRÉ NOGUEIRA",4
"2162",16,50000,"RAQUEL PRADO",4
"2163",16,50000,"MATHEUS COSTA",4
"2164",14,5000000,"ROSSY DA AUTO ESCOLA",5
"2165",33,5000000,"JAQUELINE BERNARDES",5
"2166",14,-1,"JOSE CARLOS CAMINHONEIRO",-1
"2167",14,5000000,"LUCIANO BRETAS - MÃE DA IGREJA",5
"2168",33,5000000,"MAURO BOMFIM",5
"2169",14,5000000,"VILSON ANTÔNIO",5
"2170",77,7000000,"CELIA BENEVIDES",5
"2171",13,5000000,"MIGUEL CORREA",2
"2172",11,7000000,"PEDRO ONZE",5
"2173",23,5000000,"ABDIAS BRAZ",5
"2174",43,5000000,"SARGENTO CARLOS",5
"2175",43,5000000,"ROMÁRIO",5
"2176",43,5000000,"MARIA APARECIDA",5
"2177",43,5000000,"RENATO GOMES",5
"2178",43,5000000,"ROMULO VENEROSO",5
"2179",12,5000000,"BRUNA CARLA",5
"2180",12,5000000,"DINHO DO BAR",5
"2181",12,5000000,"PROFESSORA ELISETE",5
"2182",12,5000000,"JUAREZ MUNIZ",5
"2183",12,5000000,"SUB-TENENTE GONZAGA",2
"2184",12,5000000,"DR. RICARDO SARAIVA",5
"2185",70,3000000,"MAURO IMOVEIS",5
"2186",13,5000000,"ADELMO LEAO",5
"2187",90,5000000,"ADEMIR CAMILO",5
"2188",45,7000000,"DRA. WAL",5
"2189",22,10000000,"AELTON FREITAS",2
"2190",22,10000000,"LINCOLN PORTELA",2
"2191",17,4000000,"ALESSANDRA MACHADO",5
"2192",25,7000000,"ANTÔNIA DE JESUS",5
"2193",25,7000000,"LÉO NASCIMENTO",5
"2194",40,5500000,"SANDRO COELHO",5
"2195",25,7000000,"FATIMA VARGAS",5
"2196",45,7000000,"MILI",5
"2197",70,3000000,"RONALDINHO COVER",5
"2198",10,5000000,"RONALDO RESENDE",4
"2199",15,5000000,"WOSHINGTON CAPA",5
"2200",44,3000000,"ATALIBA",5
"2201",31,3000000,"ANDRESSA FREIRE",4
"2202",40,5500000,"TENENTE LÚCIO",3
"2203",16,50000,"STENIO DA PROTESE",4
"2204",45,7000000,"LUCIENE CRISTINE",5
"2205",13,5000000,"NILO SERGIO",5
"2206",70,3000000,"DOMINGOS DE CASTRO",5
"2207",70,3000000,"DR. GERALDO HILARIO",5
"2208",70,3000000,"MIGUEL ANGELO",5
"2209",70,3000000,"RODRIGO MENDES",5
"2210",10,5000000,"CORONEL RAMALHO",5
"2211",15,5000000,"CACILDA CARVALHO",5
"2212",43,5000000,"FABINHO RAMALHO",2
"2213",15,5000000,"DENISE FERREIRA",5
"2214",90,-1,"ELAINE WERMELINGER",-1
"2215",13,5000000,"CHIQUINHO MACIEL",5
"2216",55,9000000,"CARLA CRISTINA",5
"2217",19,5000000,"JANIO SANTOS",5
"2218",40,5500000,"GLEIBE TERRA",5
"2219",23,5000000,"SARGENTO ARISTÓTELES",5
"2220",15,5000000,"LEONARDO QUINTÃO",2
"2221",17,4000000,"TONINHO TIMBIRA",5
"2222",17,4000000,"PROF LUIS ANTONIO",5
"2223",36,4000000,"BEL DETETIVE",5
"2224",40,5500000,"EDIVAM TEODORO",5
"2225",40,5500000,"ELZI CANTORA",5
"2226",10,5000000,"ANDERSON ADAUTO",4
"2227",20,4000000,"MARCIO CALAFIORI",5
"2228",33,-1,"MARCELLO DI MARTINS",-1
"2229",36,4000000,"MARÍLIA",5
"2230",21,500000,"LENINHA",4
"2231",27,-1,"JOAQUIM GAMARRA",-1
"2232",13,5000000,"ADRIANE DE MIRANDA",5
"2233",45,7000000,"JOAO BATISTA FOGUIM",5
"2234",16,50000,"VANGOGH",4
"2235",11,7000000,"ODELMO LEÃO",2
"2236",43,-1,"DANIEL ROBERTO",-1
"2237",25,7000000,"ÍTALO CASTELO BRANCO",5
"2238",50,100000,"LOURIVAL",4
"2239",45,-1,"JOSÉ NUNES EVANGELISTA",-1
"2240",40,5500000,"STEFANO AGUIAR",2
"2241",40,5500000,"MARIA ANDRADA",5
"2242",70,3000000,"CRESTON (TECO)",5
"2243",45,7000000,"NÉIA",5
"2244",54,4000000,"WALTER COSTA TENENTE CORONEL",5
"2245",14,5000000,"VALERIA GOMES",5
"2246",16,50000,"JUVET",4
"2247",55,9000000,"MARCOS MONTES",2
"2248",50,100000,"MARIA DA CONSOLAÇÃO",4
"2249",14,5000000,"TONINHO MEDINA",5
"2250",45,7000000,"PAULO ABI-ACKEL",2
"2251",33,5000000,"PITANGUI",5
"2252",14,5000000,"ESCARLET ORRANA",5
"2253",33,5000000,"SGT. GILBERTO",5
"2254",14,5000000,"JORCELINO CARDOSO",5
"2255",33,5000000,"ZEZÉ DO SALÃO",5
"2256",40,5500000,"LUCIANA ARCHETE",5
"2257",28,3000000,"LUCAS GOMES ARCANJO",5
"2258",23,5000000,"PEDRO ALVARENGA",5
"2259",23,5000000,"ANDREA NEVES",5
"2260",43,-1,"ANNA LHAMAS",-1
"2261",43,5000000,"FABIANA NUNES",5
"2262",43,5000000,"PALHAÇO BREAK",5
"2263",43,5000000,"MANOEL BISPO",5
"2264",12,5000000,"EUSTAQUIO BINI",5
"2265",12,5000000,"MAURO FERNANDES",5
"2266",27,5000000,"RENATO TI REI",5
"2267",45,7000000,"ASSIS MINEIRO BRASIL",5
"2268",25,-1,"BORJÃO",-1
"2269",25,7000000,"ZENILDA MARCHEZINE",5
"2270",36,4000000,"PASTOR GERALDO MAGELO",5
"2271",15,5000000,"RODRIGO PACHECO",2
"2272",70,3000000,"WEDER MALOCA",5
"2273",31,3000000,"MACACO TIÃO - WILLIAM",5
"2274",70,-1,"KATYA OLIVEIRA",-1
"2275",23,5000000,"LUZIA FERREIRA",5
"2276",50,100000,"ANGELO AMARO",4
"2277",70,3000000,"CELTON MESQUITA",5
"2278",70,3000000,"EDSON SOARES",5
"2279",70,3000000,"MARLUCE RODRIGUES",5
"2280",10,5000000,"FERNANDO FRANCO",5
"2281",40,5500000,"LUCIA MARIA",5
"2282",40,5500000,"REGILAINE PITORRA",5
"2283",45,7000000,"MARCUS PESTANA",2
"2284",17,4000000,"TUQUINHA",5
"2285",17,4000000,"CLAUDINÊ BATALHA",5
"2286",17,4000000,"JOSE ANTONIO MENDONÇA",5
"2287",19,5000000,"CARLOS FERREIRA",5
"2288",36,4000000,"CLAUDIO NAVES",5
"2289",36,4000000,"CIDA EULALIO",5
"2290",36,4000000,"ANGELA FIA",5
"2291",54,4000000,"CANJIQUINHA",5
"2292",40,5500000,"ALAERSON CHAVES",5
"2293",20,4000000,"PASTORA SILVANA",5
"2294",36,4000000,"COMANDANTE FRANÇA",5
"2295",36,4000000,"PASTOR MARCELO",5
"2296",36,4000000,"WELTON MANSO",5
"2297",45,7000000,"GIOVANE GAVIO DO VOLEI",5
"2298",13,5000000,"RODRIGO CAMPOS",5
"2299",13,5000000,"PATRUS ANANIAS",2
"2300",44,3000000,"MARCELO ALVARO ANTONIO",2
"2301",21,500000,"THIAGO  CAMARGOS",4
"2302",13,5000000,"AUGUSTA ROCHA",5
"2303",13,5000000,"JORGE PAULUCI",5
"2304",15,5000000,"SARAIVA FELIPE",2
"2305",45,7000000,"BONIFÁCIO ANDRADA",3
"2306",36,4000000,"BRUNNY",3
"2307",16,50000,"VALÉRIO VIEIRA",4
"2308",19,5000000,"CABO CAMARGO",5
"2309",23,5000000,"EDENILSON DURÃES",5
"2310",40,5500000,"ALEXANDRE KALIL",4
"2311",55,9000000,"PASCHOALIN",4
"2312",54,4000000,"LUCIANA VAZ",5
"2313",19,5000000,"PASTOR WELLINGTON DO CREDEQ",5
"2314",27,5000000,"CHIBA",5
"2315",19,5000000,"CLAUDIA SANTOS",5
"2316",19,5000000,"EVA MORAES",5
"2317",12,5000000,"WANDERLEI TROUXE A SORTE",5
"2318",16,50000,"GILBERTO CUNHA",4
"2319",21,500000,"RAIR ANICIO",4
"2320",14,5000000,"EROS BIONDINI",2
"2321",33,5000000,"LEONE MACIEL",5
"2322",14,5000000,"DINA",5
"2323",14,5000000,"MAURA MACEDO",5
"2324",14,5000000,"RICARDO ASSUNÇÃO",5
"2325",33,5000000,"TAMIRES MARTINS",5
"2326",29,20000,"ROBSON RASTAFARI",4
"2327",27,-1,"DALCIO BOTELHO",-1
"2328",19,-1,"JOSE BORGES",-1
"2329",23,5000000,"STOESSEL VINHAS",5
"2330",43,-1,"CHRISTIAN RANGEL",-1
"2331",12,5000000,"EDNA SANTOS",5
"2332",13,5000000,"PEDRO BATISTA",5
"2333",12,-1,"RIVA GENTE BOA",-1
"2334",27,5000000,"MARCIO NOBRE",5
"2335",54,4000000,"FRANCISCO RUBIÓ",5
"2336",14,5000000,"IARA MARTINS",5
"2337",90,5000000,"ADEIR BATISTA",5
"2338",15,5000000,"ALEXANDRE MARQUES",5
"2339",13,5000000,"MARIA SOUZA",5
"2340",13,5000000,"CARLOS DO MG",5
"2341",77,7000000,"CEZINHA",4
"2342",17,4000000,"CRISTIANE APARECIDA",5
"2343",33,5000000,"DÂMINA PEREIRA",2
"2344",45,7000000,"PRISCILA MEDEIROS",5
"2345",36,4000000,"JACKSON MOTOBOY",5
"2346",19,5000000,"HELIO LEITAO",5
