"","NUMERO_PARTIDO","DESPESA_MAX_CAMPANHA","NOME_URNA_CANDIDATO","COD_SIT_TOT_TURNO"
"3254",23,2000000,"DR SOLANO",5
"3255",12,6000000,"PAULO LEONAR",5
"3256",36,-1,"RAFAEL ROSA",-1
"3257",13,4000000,"ZECA DIRCEU",2
"3258",43,943000,"BRUNA SPAGNOL",5
"3259",10,-1,"NUN AMARAL",-1
"3260",70,-1,"ADRIANA FRITZ",-1
"3261",43,943000,"EDUARDO REINER",5
"3262",23,2000000,"RUBENS BUENO",2
"3263",77,4000000,"ELIANE SCHIEBEL",5
"3264",77,4000000,"DELEGADO FRANCISCHINI",2
"3265",50,-1,"PROFESSOR IVANILDO",-1
"3266",50,200000,"NIVIA PIVA",4
"3267",40,-1,"ANA LUCIO",-1
"3268",40,2000000,"DONA LIA",5
"3269",40,2000000,"LUCIANO DUCCI",2
"3270",10,5000000,"OLIVEIRA FILHO",5
"3271",28,-1,"JOAO DA TROPICAL",-1
"3272",43,943000,"HELIA DO SANTA",5
"3273",65,4000000,"ALIEL MACHADO",2
"3274",27,-1,"FÁBIA LISBÃO",-1
"3275",40,2000000,"CIRLEIDE SILVA",5
"3276",13,4000000,"ANDRÉ VIEIRA",5
"3277",28,1000000,"EDIVANIA",4
"3278",28,1000000,"ANDREIA ADVOGADA",4
"3279",33,-1,"SAMUCA",-1
"3280",28,-1,"ROSANGELA",-1
"3281",15,4000000,"DR. JORGE KRUGER",5
"3282",40,2000000,"FABINHO GALDINO",5
"3283",14,5000000,"ROSANGELA AVIVALISTA",5
"3284",31,3000000,"SIDRIN DO TRÂNSITO",5
"3285",51,2000000,"JOTA JÚNIOR",5
"3286",15,-1,"ZILDA MESQUITA",-1
"3287",43,-1,"SONIA SAPATA",-1
"3288",43,943000,"MARIO TAKAHASHI",5
"3289",43,943000,"ADRIANA FERREIRA",5
"3290",43,943000,"CRISTIANO SANTOS",5
"3291",20,8000000,"PROFESSOR PAULO VIEIRA",4
"3292",43,943000,"JOSÉ TUROZI",5
"3293",43,943000,"LEANDRE",2
"3294",43,943000,"MAZZA",5
"3295",31,3000000,"EDSON BAIANINHO",5
"3296",14,5000000,"VANESSA CAMPOS",5
"3297",40,2000000,"TELMA TONI",5
"3298",40,2000000,"NETE SANTANA",5
"3299",12,6000000,"INES DE PAULA",5
"3300",13,4000000,"ULISSES KANIAK",5
"3301",19,4500000,"GERALDINO DA LESTE",5
"3302",17,800000,"VALDINEI NEGAO",4
"3303",13,4000000,"PROFESSORA MARLEI",5
"3304",12,6000000,"PAOLA PALÚ",5
"3305",43,943000,"EMERSON FELIX",5
"3306",43,943000,"GIL TESSARO WIIKON",5
"3307",43,-1,"REGINA MARIA DOG",-1
"3308",55,-1,"MARISA",-1
"3309",40,2000000,"RUTH DE SOUZA",5
"3310",40,2000000,"ARLETE LAGNER",5
"3311",40,2000000,"BRUNO DUTRA",5
"3312",15,4000000,"SERGIO SOUZA",3
"3313",15,-1,"ROZA GOMES",-1
"3314",43,943000,"ROSE RIBEIRO",5
"3315",33,1500000,"ROGÉRIO CADEIRINHA",5
"3316",13,-1,"GILSON FEITOSA",-1
"3317",12,6000000,"DIOMAR FRANCISCO",5
"3318",13,4000000,"MALU",5
"3319",14,5000000,"PELÉ",5
"3320",11,4000000,"RICARDO BARROS",2
"3321",23,2000000,"MARCELO MIRÓ",5
"3322",50,200000,"MIGUEL ARCANJO",4
"3323",15,4000000,"CESARIO RICARDO MARCONCIN",5
"3324",15,4000000,"JOAO ARRUDA",2
"3325",54,300000,"MARIO BACELLAR",5
"3326",43,943000,"VITORASSI",5
"3327",40,2000000,"ODAIR DO PRADO",5
"3328",28,1000000,"IRMÃO EDMILSON",4
"3329",27,2000000,"ANDREA CARVALHO",5
"3330",14,5000000,"EFRAIN BUENO",5
"3331",27,2000000,"LUIZ ADÃO",5
"3332",40,2000000,"PROFESSORA ELIZABETH SCHMIDT",5
"3333",40,-1,"PROF SHIRLEY MARODIM",-1
"3334",51,2000000,"JOSÉ MARIA",5
"3335",77,4000000,"RATINHO COLOMBO",5
"3336",19,3000000,"A MÁQUINA",5
"3337",36,-1,"BEATRIZ VIDAL",-1
"3338",31,6000000,"TERNURINHA",5
"3339",54,-1,"VERA DO CEU",-1
"3340",11,5000000,"ROBERTO TEIXEIRA",5
"3341",31,6000000,"BELARMINO SOUSA",5
"3342",14,4000000,"GILSON MUNIZ",4
"3343",15,3000000,"JARBAS",2
"3344",22,5000000,"EZEQUIAS OLIVEIRA",5
"3345",14,4000000,"ADALBERTO CAVALCANTI",2
"3346",70,2000000,"INALDO RAIO X",5
"3347",10,8000000,"ROBERTA KELLY",5
"3348",12,6000000,"BALAZINHA ROSENDO",5
"3349",77,5000000,"AUGUSTO COUTINHO",5
"3350",17,6000000,"CORONEL CAMPOS",5
"3351",44,6000000,"RICARDO DA XEROX",5
"3352",31,6000000,"RIVALDO SOARES",5
"3353",31,6000000,"FERNANDO RAMOS",5
"3354",27,6000000,"CRISTOVAM BOMBEIRO",5
"3355",65,5000000,"LUCIANA SANTOS",3
"3356",28,6000000,"OSVALDO LUPPER",5
"3357",27,6000000,"CIDA SANTOS",5
"3358",36,5000000,"LEIDIJANE ROSA",5
"3359",16,30000,"JOSÉ MARIANO",4
"3360",15,-1,"ZE ARNALDO",-1
"3361",12,6000000,"WOLNEY QUEIROZ",2
"3362",17,6000000,"AZMAZETE SENA - BEECA",5
"3363",31,6000000,"NUNES RAFAEL",5
"3364",54,3000000,"ELIEZER COSTA",5
"3365",13,3000000,"MOZART SALES",5
"3366",14,-1,"NOEME",-1
"3367",50,250000,"PAULO CAMELO",4
"3368",17,6000000,"JONAS PEREIRA",5
"3369",31,-1,"CONCEIÇÃO LOPES",-1
"3370",21,100000,"SILVIA LEOCADIO",4
"3371",28,6000000,"RUI LEITE",5
"3372",44,6000000,"DRA CLAUDOMIRA",5
"3373",44,-1,"ERIKA GONÇALVES",-1
"3374",12,6000000,"ISABELLA DE ROLDÃO",5
"3375",33,1250000,"SENNA POVÃO",4
"3376",43,5000000,"RENÊ PATRIOTA",5
"3377",14,-1,"BERTA GUEDES",-1
"3378",22,5000000,"CONCEIÇÃO",5
"3379",44,6000000,"TOTA",5
"3380",31,6000000,"INALDO SATILINO",5
"3381",28,6000000,"CANTOR ARMANDO FILHO",5
"3382",33,1250000,"ROBERTO SANTOS",4
"3383",44,6000000,"JADSON",5
"3384",55,5000000,"ANDRE DE PAULA",2
"3385",17,6000000,"LUCIANO BIVAR",5
"3386",23,5000000,"RAUL JUNGMANN",5
"3387",10,8000000,"CARLOS GERALDO",5
"3388",40,5000000,"MARINALDO ROSENDO",2
"3389",10,8000000,"SIMONE SILVA",5
"3390",28,6000000,"JEFERSON LIMA",5
"3391",17,6000000,"ARLINDO SIQUEIRA",5
"3392",44,-1,"SUELEN ROCHA",-1
"3393",14,4000000,"SARGENTO SANTIAGO",5
"3394",40,-1,"ANA SILVEIRA",-1
"3395",13,3000000,"FERNANDO FERRO",5
"3396",14,4000000,"JORGE CÔRTE REAL",2
"3397",13,3000000,"FABIO GALVAO",5
"3398",14,4000000,"EVALDO AMORIM",5
"3399",14,4000000,"MARCELO MAFRA",5
"3400",90,5000000,"GILSON LIMA",5
"3401",50,250000,"ROBERTO NUMERIANO",4
"3402",10,8000000,"JACQUELINE SOUZA",5
"3403",21,100000,"EDVALMIR CARTEIRO",4
"3404",27,6000000,"SAMUEL OBAMA",5
"3405",17,6000000,"DR ROGERIO LUCCA",5
"3406",17,6000000,"MOISES",5
"3407",17,6000000,"NEIDE SOARES",5
"3408",17,-1,"ADRIANA GOMES",-1
"3409",25,3500000,"MENDONÇA FILHO",3
"3410",54,3000000,"IRMÃ HORTENCIA",5
"3411",14,-1,"JAKELINE SANTANA",-1
"3412",14,-1,"MILENA LEAL",-1
"3413",54,-1,"ADALBERTO ALENCAR",-1
"3414",40,5000000,"PASTOR EURICO",2
"3415",40,5000000,"GONZAGA PATRIOTA",2
"3416",33,1250000,"EDIVANDA COSTA",4
"3417",11,5000000,"PASTOR VILALBA",5
"3418",27,-1,"SORAIA ALVES",-1
"3419",10,8000000,"ALDO AMARAL",5
"3420",50,250000,"VALMIR GUERRA",4
"3421",33,1250000,"KARLA BARBOSA",4
"3422",14,4000000,"RICARDO TEOBALDO",2
"3423",43,5000000,"ROBERTO LEANDRO",5
"3424",50,250000,"DR MARCOS",4
"3425",22,5000000,"ULISSES FELINTO",5
"3426",28,6000000,"ELIENE BARROS",5
"3427",65,5000000,"CADOCA",5
"3428",21,100000,"GERLANE",4
"3429",16,30000,"RAPHAELA CARVALHO",4
"3430",22,5000000,"SEBASTIAO OLIVEIRA",2
"3431",17,6000000,"MARIA RITA",5
"3432",54,-1,"LENA SANTOS",-1
"3433",17,6000000,"ROZENILDA SANTOS",5
"3434",17,6000000,"ANDREZA BURGOS",5
"3435",50,250000,"MARIOZINHO RIBEIRO",4
"3436",50,-1,"FRANCISQUINHA",-1
"3437",15,-1,"ANDREA LOSSIO",-1
"3438",13,3000000,"PEDRO EUGÊNIO",5
"3439",13,3000000,"DILSON PEIXOTO",5
"3440",14,4000000,"JOAO DE DEUS",5
"3441",33,1250000,"JOÃO BOSCO",4
"3442",70,-1,"GAINHA",-1
"3443",28,6000000,"JOÃO DO SKATE",5
"3444",28,-1,"MARIA SILVA",-1
"3445",10,8000000,"DENISE DE PEIXINHOS",5
"3446",10,8000000,"WALERIA ALMEIDA",5
"3447",36,5000000,"BETO GADELHA",4
"3448",13,3000000,"JOÃO DA COSTA",5
"3449",14,4000000,"ROMERO",5
"3450",21,100000,"SARGENTO CASTRO",4
"3451",45,7000000,"BRUNO ARAÚJO",2
"3452",50,250000,"CRISTIANE MARIA",4
"3453",15,3000000,"BAIARDO DE ANDRADE LIMA",5
"3454",45,7000000,"BETINHO",2
"3455",11,5000000,"ROBERVAL  GOIS DO CONSENSUS",5
"3456",31,6000000,"PR. EDUARDO",5
"3457",44,6000000,"PASTOR ROBSON RODRIGUES",5
"3458",28,6000000,"SERGIO CUNHA",5
"3459",33,1250000,"JOSEFA RAMOS",4
"3460",17,6000000,"CARLOS LAPA",5
"3461",33,1250000,"MANOELZINHO - MENINO NOVO",4
"3462",33,1250000,"WILSON DA PRESTAÇÃO",4
"3463",14,4000000,"CARMINHA MATOS",5
"3464",14,4000000,"DAMIÃO BARROS",5
"3465",54,3000000,"CIDA",5
"3466",11,5000000,"FERNANDO MONTEIRO",5
"3467",45,7000000,"GUILHERME COELHO",5
"3468",14,4000000,"MAURICIO MANDELA",5
"3469",14,4000000,"SOLDADO ALBERISSON",5
"3470",22,5000000,"ANDERSON FERREIRA",2
"3471",11,5000000,"EDUARDO DA FONTE",2
"3472",44,-1,"DINA",-1
"3473",14,4000000,"GLAURIA LEITE",5
"3474",14,4000000,"JOSENILDO SINESIO",5
"3475",21,100000,"JERONIMO NEIVA ONQUINHA NOVAES",4
"3476",27,6000000,"PAULINHO",5
"3477",44,6000000,"MOZART SPECHT",5
"3478",40,5000000,"DANILO CABRAL",2
"3479",44,6000000,"PASTOR JOAB",5
"3480",31,6000000,"KAIO MANIÇOBA",2
"3481",28,6000000,"PROFESSOR LAELSON COSTA",5
"3482",33,1250000,"IVANILDO PEDRO",4
"3483",50,250000,"FABIANA HONORIO",4
"3484",45,7000000,"DANIEL COELHO",2
"3485",14,4000000,"ELIZABETE VIEIRA",5
"3486",12,6000000,"TÚLIO GADELHA",5
"3487",40,5000000,"PAULA DE JOCA",5
"3488",40,5000000,"RAFAEL PREQUÉ",5
"3489",14,4000000,"KARINA MOISES",5
"3490",20,8000000,"SILVIO COSTA",2
"3491",40,5000000,"NINHO",5
"3492",28,6000000,"CANTOR J NETO",5
"3493",19,3000000,"MURILO VIEIRA",5
"3494",50,-1,"MANO",-1
"3495",13,3000000,"JOAO ALFREDO",5
"3496",14,4000000,"ZECA CAVALCANTI",2
"3497",13,3000000,"DR. FABIO FLORENTINO",5
"3498",22,5000000,"TIA NITA",5
"3499",19,3000000,"ELISEU LOPES",5
"3500",40,5000000,"CREUZA PEREIRA",5
"3501",40,5000000,"FELIPE CARRERAS",2
"3502",33,1250000,"LISSANDRO FAGUNDES",4
"3503",31,6000000,"MACACO TIÃO MARILIA",5
"3504",40,5000000,"FERNANDO FILHO",2
"3505",14,4000000,"CABO JOAS",5
"3506",14,4000000,"PILAKO",4
"3507",50,250000,"MARIA DA SAUDE",4
"3508",40,5000000,"JOAO FERNANDO COUTINHO",2
"3509",40,5000000,"MALBA BENVINDO",5
"3510",10,8000000,"ALINE BELO",5
"3511",40,5000000,"TADEU ALENCAR",2
"3512",50,100000,"CHICO LEÃO",4
"3513",40,6000000,"RODRIGO",2
"3514",31,-1,"KATARINA CORREA",-1
"3515",25,-1,"JOAQUIM SOUSA",-1
"3516",14,-1,"MONTANHA",-1
"3517",40,6000000,"HERACLITO",2
"3518",20,500000,"AFRANIO GOMES",4
"3519",14,3000000,"PAES LANDIM",2
"3520",20,500000,"JULIA AQUINO",4
"3521",10,6000000,"CARLA SOARES",5
"3522",44,2000000,"NAZAMARA",5
"3523",44,-1,"JOAO MINEIRO",-1
"3524",31,-1,"EDIVALDO PORTELA",-1
"3525",14,3000000,"VALMIR PAZ",5
"3526",55,6000000,"JÚLIO CÉSAR",2
"3527",10,6000000,"IDONEIL MESQUITA",5
"3528",43,500000,"CHIQUIM BRANDÃO",4
"3529",43,500000,"ALICE ANDRADE",4
"3530",44,-1,"ANITA",-1
"3531",70,6000000,"PROFª CHEILA GOMES",5
"3532",21,100000,"EDILSON NETE",4
"3533",54,3100000,"OLIVEIRA",4
"3534",19,6000000,"DAVI SILVA",5
"3535",43,500000,"AURICELIA",4
"3536",65,6000000,"DIANA REIS",5
"3537",10,6000000,"HILMAR DO FRIGORIFICO",5
"3538",31,-1,"GEMÃO",-1
"3539",43,500000,"ROQUE LAGES",4
"3540",44,-1,"JOAO SABINO",-1
"3541",14,3000000,"ELIANE",5
"3542",11,7000000,"IRACEMA PORTELLA",2
"3543",44,2000000,"HEITOR ALMONDES",5
"3544",44,2000000,"GALEGO",5
"3545",14,-1,"MARIANA",-1
"3546",54,3100000,"WILSON SILVA",4
"3547",25,6000000,"CABO FILINTRO NETO",5
"3548",43,500000,"CLEOPLÍNIO DIAS",4
"3549",15,6000000,"TOMAZ TEIXEIRA",4
"3550",16,50000,"HALLYSSON",4
"3551",15,-1,"DÁRIO CASTRO",-1
"3552",14,3000000,"CAPITÃO FABIO ABREU",3
"3553",31,2000000,"EVA",5
"3554",15,-1,"IRACILDA LEITE",-1
"3555",29,-1,"ANDERLAN SOUSA",-1
"3556",50,100000,"MADALENA NUNES",4
"3557",13,2000000,"REJANE DIAS",2
"3558",70,6000000,"BELIZÁRIO NETO",5
"3559",44,2000000,"NIXON DÁRIO",5
"3560",43,500000,"JESUS SILVA",4
"3561",55,6000000,"HUGO NAPOLEÃO",5
"3562",36,6000000,"THUYLA MARTINS",5
"3563",54,3100000,"PROFESSORA PURIFICAÇÃO",4
"3564",33,500000,"PÁDUA RÊGO",4
"3565",23,6000000,"RAIMUNDINHA RISOLETA",5
"3566",22,2000000,"SILAS FREIRE",5
"3567",14,3000000,"RAIMUNDO PAQUETÁ",5
"3568",36,6000000,"TOIM DUFRANGO",5
"3569",31,2000000,"GONÇALINHO",5
"3570",31,2000000,"CASIK ROCHA",5
"3571",40,6000000,"GERALDINHO",5
"3572",16,50000,"JULLYANE TEIXEIRA",4
"3573",51,500000,"ALLAN KARDEK",4
"3574",12,6000000,"FLAVIO NOGUEIRA",5
"3575",44,2000000,"ROSARIA VITORINO",5
"3576",21,-1,"CARLA PRYSCILLA",-1
"3577",17,-1,"DOUTORA ELSIVANIA",-1
"3578",11,-1,"ZE LUIZ",-1
"3579",54,3100000,"BRENDA MELO",4
"3580",70,-1,"ANA PAULA",-1
"3581",13,2000000,"PAIXÃO",5
"3582",31,2000000,"SAMIO FALCAO",5
"3583",27,6000000,"EDINA CRUZ",5
"3584",50,100000,"MINAS DE FRANÇA",4
"3585",31,2000000,"EDILSON ARAUJO",5
"3586",15,6000000,"MARCELO CASTRO",2
"3587",40,6000000,"ATILA LIRA",2
"3588",13,2000000,"DUDU",5
"3589",23,6000000,"CELSO HENRIQUE",5
"3590",43,500000,"JOSÉ RIBAMAR ROCHA",4
"3591",33,500000,"JOSÉ JOÃO",4
"3592",50,100000,"CLEIDE NÁLIA",4
"3593",13,-1,"J. MARIANO",-1
"3594",21,-1,"GERSON",-1
"3595",13,2000000,"ASSIS CARVALHO",2
"3596",25,6000000,"ZEZÉ",5
"3597",51,500000,"CHICO PANÇA",4
"3598",31,2000000,"MARTA",5
"3599",43,500000,"LINDOMAR",4
"3600",15,6000000,"MARLLOS SAMPAIO",5
"3601",55,6000000,"MIRIAN DA AGENCIA",5
"3602",90,1000000,"ROMILDO MAFRA",5
"3603",65,6000000,"OSMAR JÚNIOR",5
"3604",77,5000000,"MAINHA",5
"3605",21,100000,"FAUSTO RIPARDO",4
"3606",16,50000,"VERONICA VIANA",4
"3607",12,6000000,"JOSE REINALDO",5
"3608",13,2000000,"MERLONG SOLANO",5
"3609",14,3000000,"JOVE OLIVEIRA",5
"3610",13,2000000,"ANA LETÍCIA",5
"3611",25,6000000,"RAIMUNDA",5
"3612",54,-1,"RAIFRAN PASSOS",-1
"3613",36,6000000,"MILTON",5
"3614",17,-1,"VOVOZINHA 171",-1
"3615",43,-1,"JOEL",-1
"3616",12,-1,"EDILSON LIMA",-1
"3617",43,500000,"ALEXANDRE SÁ",4
"3618",31,2000000,"HILTON NASCIMENTO",5
"3619",43,500000,"RITA DE CÁSSIA",4
"3620",44,2000000,"LAECIO BORGES",4
"3621",33,500000,"CRHISTIANE LOURDES",4
"3622",10,1800000,"MALAFAIA",5
"3623",50,550000,"PROF. FABIANO",5
"3624",50,550000,"JAC FIGUEIREDO",5
"3625",50,550000,"RONAN SANTOS",5
"3626",27,2000000,"LOURIVAL GOMES",5
"3627",50,-1,"VANESSA MOREIRA",-1
"3628",50,550000,"RICARDO PESSANHA",5
"3629",50,550000,"RICARDO DEMETRIO",5
"3630",40,2500000,"MARLI CUMMINGS",5
"3631",77,5000000,"MIRINHA",5
"3632",77,5000000,"PAULO PALHETA",5
"3633",17,-1,"ANA CAVALCANTI",-1
"3634",21,50000,"ANDRÉ RODRIGUES",4
"3635",10,1800000,"FÁBIO RIBEIRO",5
"3636",17,-1,"HANNA CAVALCANTI",-1
"3637",17,5000000,"MARTINHO MONTEIRO",5
"3638",17,5000000,"MICHELE AURORA CALDAS",5
"3639",27,-1,"LAURA SCHOTT",-1
"3640",77,5000000,"PASTOR DIDA",5
"3641",77,5000000,"EZEQUIEL TEIXEIRA",2
"3642",50,550000,"PROFESSOR VERISSINHO",5
"3643",50,-1,"BABÁ",-1
"3644",14,6000000,"CRISTIANE BRASIL",2
"3645",55,6000000,"CHAPINHA DO SINDICATO",5
"3646",70,2000000,"LINDA ZITO",4
"3647",13,5000000,"ALBERTO SENSATO",5
"3648",13,5000000,"CRIS BRASIL",5
"3649",13,5000000,"DR. MARCELO AMARAL",5
"3650",13,5000000,"LUIZ SÉRGIO",2
"3651",13,5000000,"ANDRE CRUZ",5
"3652",13,5000000,"NININHA",5
"3653",13,-1,"LUCY ANA NASCIMENTO",-1
"3654",40,2500000,"DILSON DRUMOND",5
"3655",40,-1,"JACIAURIA SILVA",-1
"3656",40,2500000,"GUSTAVO FERREIRA",5
"3657",70,2000000,"DR. BENEDITO CARAMURU",4
"3658",70,2000000,"CIDA SANTOS",4
"3659",70,2000000,"DUDU ABRAHÃO",4
"3660",70,2000000,"PATRICIA FELIX",4
"3661",70,2000000,"PASTOR RENATO ROCHA",4
"3662",70,2000000,"REGINALDO MOURA",4
"3663",70,2000000,"MISSIONÁRIA SANDRA",4
"3664",51,3000000,"MARLOS CAMPOS",4
"3665",51,3000000,"JARBAS OLIVEIRA",4
"3666",51,3000000,"SILVIO SANTANA",4
"3667",51,3000000,"LÉO DA FEIRINHA",4
"3668",51,3000000,"MARIA SILVA",4
"3669",51,3000000,"ROBSON SILVA",4
"3670",51,3000000,"DR ANTONIO DENTISTA",4
"3671",51,3000000,"DRA. ELIA SAMUEL",4
"3672",51,3000000,"ALCI BOMBEIRO",4
"3673",77,5000000,"MARCOS FERREIRA",5
"3674",43,1500000,"RAQUEL TINOCO",4
"3675",40,2500000,"ALVES",5
"3676",27,2000000,"CATARINA AMORIM",5
"3677",27,2000000,"ANDERSON DE SOUZA",5
"3678",45,2500000,"DR. JOÃO LEZÍRIA",5
"3679",45,-1,"EDUARDO SOARES",-1
"3680",51,3000000,"SANDRA VALÉRIA - PESSOA",4
"3681",13,5000000,"LUZIA S. BARROS DE JAGUN",5
"3682",65,2000000,"FERNANDO CID",5
"3683",23,1000000,"FLAVIO LUIZ",5
"3684",25,3000000,"CÉSAR BOMBEIRO",4
"3685",45,2500000,"VICTOR MAGALHÃES",5
"3686",43,1500000,"MICENA",4
"3687",25,-1,"NAILTO FERREIRA",-1
"3688",70,2000000,"LUIZ GAMA",4
"3689",10,1800000,"JORGE COSTA",5
"3690",10,1800000,"DR. OSMAR BARRETO",5
"3691",10,1800000,"TEREZA DO MTM",5
"3692",10,1800000,"SB SALVA BRASIL",5
"3693",10,1800000,"ISAIAS MARINHO",5
"3694",10,1800000,"REGINALDA MARIA",5
"3695",10,1800000,"PATRICIA BORRET",5
"3696",21,50000,"FERNANDA FORTINI",4
"3697",28,1000000,"DR. FABIO SIMÕES LEITE",5
"3698",70,2000000,"WALLACE DO PAINTBALL",4
"3699",11,6000000,"PINHEIRO",5
"3700",40,2500000,"GLAUBER",2
"3701",45,2500000,"MEZZOMO",5
"3702",55,6000000,"ELAINE RABELLO",5
"3703",55,6000000,"SONINHA",5
"3704",20,6000000,"ADRIANO DIDI",5
"3705",22,3000000,"SIMONE MENDONÇA",5
"3706",22,3000000,"SERGIO LEITE",5
"3707",15,9000000,"PATTY SILVA",5
"3708",13,5000000,"ALAN",5
"3709",31,5000000,"DEISE SILVA",4
"3710",31,5000000,"GILZA HUGUENIN",4
"3711",31,-1,"PASTOR MOYSES",-1
"3712",31,5000000,"CIDINHO DA LOTUS",4
"3713",31,5000000,"LAURO BOTTO",4
"3714",45,2500000,"ANDREIA ZITO",5
"3715",45,2500000,"ANA REGHIN",5
"3716",15,9000000,"JAQUELINE SILVA",5
"3717",11,6000000,"ELISÂNGELA FREITAS",5
"3718",22,3000000,"FABIO RAMOS",5
"3719",22,3000000,"LUANA DE PILARES",5
"3720",90,6000000,"MIRO TEIXEIRA",2
"3721",31,5000000,"NEY DO VALLE",4
"3722",27,2000000,"EDUARDO CORTÊS",5
"3723",27,2000000,"MOTA DA COOPASA",4
"3724",27,2000000,"CANTOR MIRANDA",5
"3725",27,-1,"ANDERSON ASSUNÇÃO",-1
"3726",43,1500000,"JOSIAS MOREIRA",4
"3727",36,2000000,"ANA FLAVIA",5
"3728",36,2000000,"LINCOLN RODRIGÃO",5
"3729",12,6000000,"ROSE ATIE",5
"3730",12,6000000,"ALBERTO BRIZOLA",5
"3731",12,6000000,"MARIA ALBUQUERQUE",5
"3732",12,6000000,"MARA DIVUGADORA",5
"3733",12,6000000,"COSME",5
"3734",12,6000000,"JOSUE EBENEZER",5
"3735",12,6000000,"RONEI ROSA",5
"3736",17,-1,"TALITA PEDRAL",-1
"3737",17,-1,"ROSA FLORES",-1
"3738",25,3000000,"ENFERMEIRA ROSA BALLESTÊ",5
"3739",12,6000000,"ROGERIO",5
"3740",44,1200000,"PAULO RODRIGUES",5
"3741",44,-1,"VERINHA LUCIA",-1
"3742",20,6000000,"EDSON LOPES",5
"3743",28,1000000,"ALBERTO COSTA",5
"3744",28,1000000,"CRISTIANO AFRA",5
"3745",28,1000000,"CARLINHO DO MERCADINHO",5
"3746",28,1000000,"LEO T@I",4
"3747",28,-1,"RODRIGO LEITE",-1
"3748",77,5000000,"LEONARDO DA VILA",5
"3749",12,6000000,"BRIZOLA NETO",5
"3750",31,5000000,"PASTORA ALEXANDRA",4
"3751",51,3000000,"PROFESSOR FRAGA",4
"3752",31,5000000,"ALESSANDRO AUGUSTO",4
"3753",70,2000000,"ANDRÉ VANCE",4
"3754",31,-1,"ELLAINE ROCHA",-1
"3755",11,6000000,"AZULAY",5
"3756",36,2000000,"ROBSON FRANCO DENTISTA",5
"3757",40,2500000,"SERTANEJO",5
"3758",10,1800000,"FLÁVIA MARIA",5
"3759",70,2000000,"RICARDO ARANHA",4
"3760",12,6000000,"NEIDE NERES",4
"3761",11,6000000,"NORBERTTO FERRERA",5
"3762",51,3000000,"AGRIMARIO",4
"3763",43,-1,"NEIVA ROCHA",-1
"3764",55,6000000,"LETICIA LYRIO",5
"3765",43,-1,"CARLOS CRUZ",-1
"3766",40,2500000,"AGENTE FEDERAL LILIA VOGEL",5
"3767",27,-1,"GLORIA SOARES",-1
"3768",31,5000000,"POROCA",4
"3769",77,5000000,"ALEX BERALDO",5
"3770",27,2000000,"DR RUY",5
"3771",77,5000000,"DRA. ELNORA",5
"3772",54,5000000,"CRISTINA PRATA",4
"3773",43,-1,"THAIS BRITO",-1
"3774",43,-1,"MARIA ROSÉLIA",-1
"3775",27,2000000,"EDUARDO NEIVA",5
"3776",28,1000000,"ELIAS MORAIS",5
"3777",70,2000000,"SUPER ZEFA",4
"3778",15,9000000,"WASHINGTON REIS",2
"3779",25,3000000,"MARCOS SANTOS",4
"3780",11,6000000,"SCARLETT ROSE",5
"3781",70,2000000,"SEGHETTO",4
"3782",14,6000000,"VICTOR ACCIOLY",5
"3783",70,2000000,"ALCEU JUNIOR",4
"3784",28,1000000,"GERSON PAULO",5
"3785",50,550000,"PAULINHA PSOL",5
"3786",50,550000,"CABO DACIOLO",2
"3787",50,-1,"CÁTIA MARIA",-1
"3788",50,550000,"MARI CRIS",4
"3789",17,5000000,"IRVAIR BRANDÃO",5
"3790",77,5000000,"ALAN SILVA",5
"3791",77,5000000,"JOADIL JUNIOR",5
"3792",77,-1,"DUDU COMUNIDADE",-1
"3793",77,5000000,"DR. JEFERSON EVANGELISTA",5
"3794",17,5000000,"BRAZ SILVA",5
"3795",43,1500000,"ROBSON DA CONSTRUAÇU",4
"3796",17,5000000,"CRISTIANE GUEDES",5
"3797",16,150000,"MATEUS RIBEIRO",4
"3798",10,1800000,"JULIO GONÇALVES",5
"3799",17,5000000,"GILBERTO BARROSO",5
"3800",17,-1,"JUCIARA RODRIGUES",-1
"3801",17,5000000,"MARCELINO PÃO E VINHO",5
"3802",17,5000000,"ROMULO COSTA",5
"3803",29,20000,"FELIPE GUERRA",4
"3804",50,550000,"MARCIO FERREIRA",5
"3805",12,6000000,"PAULA GUERRA",5
"3806",70,2000000,"ELIANE JORDÃO",4
"3807",31,5000000,"GILSON DE SOUZA",4
"3808",10,1800000,"TUNINHO BOCÃO",5
"3809",55,6000000,"CARLOS DIAS",5
"3810",13,5000000,"WADIH DAMOUS",5
"3811",70,2000000,"NENEM DA PENHA",4
"3812",70,2000000,"TELMINHA DA VIGA",4
"3813",70,2000000,"MARCELLO COSTA",4
"3814",51,3000000,"PAULO VIANNA",4
"3815",51,3000000,"DR. CARLOS TRINDADE",4
"3816",51,3000000,"ROGERIO FERNANDES",4
"3817",51,3000000,"SIDNEI DURO O XUXA",4
"3818",17,5000000,"ALAN MELLO",5
"3819",27,-1,"SELMA SILVA",-1
"3820",55,6000000,"ALEXANDRE SERFIOTIS",2
"3821",43,1500000,"TOMÉ DO PAU BRANCO",4
"3822",51,3000000,"PAULO CESAR",4
"3823",15,9000000,"MARCAO DA EDUCAÇÃO",5
"3824",23,1000000,"LÉO",5
"3825",22,3000000,"MAURICIO BOYD DA LOTERIA",5
